id,mag,longitude,latitude,date
usp000h826,4.5,-73.007,-37.328,2010-02-28
usp000h824,5.3,-73.369,-36.624,2010-02-28
usp000h823,4.0,-72.467,-36.565,2010-02-27
usp000h822,4.5,-73.416,-36.657,2010-02-27
usp000h81y,4.1,-73.813,-38.253,2010-02-27
usp000h81s,5.9,-72.832,-37.695,2010-02-27
usp000h81g,4.8,-73.455,-37.491,2010-02-27
usp000h81f,5.3,-73.304,-36.492,2010-02-27
usp000h81d,4.7,-73.438,-37.966,2010-02-27
usp000h81b,5.2,-73.315,-36.8,2010-02-27
usp000h816,4.4,-73.988,-37.677,2010-02-27
usp000h814,5.0,-73.836,-37.332,2010-02-27
usp000h813,4.3,-74.967,-37.67,2010-02-27
usp000h812,4.5,-72.978,-36.298,2010-02-27
usp000h811,4.5,-73.61,-37.533,2010-02-27
usp000h810,4.3,-73.199,-36.624,2010-02-27
usp000h80x,4.4,-73.036,-36.166,2010-02-27
usp000h80r,4.9,-73.532,-37.921,2010-02-27
usp000h80p,4.5,-73.767,-37.892,2010-02-27
usp000h80n,4.9,-73.362,-37.456,2010-02-27
usp000h80m,4.4,-72.997,-36.443,2010-02-27
usp000h80c,4.9,-73.55,-36.686,2010-02-27
usp000h807,5.0,-73.197,-36.481,2010-02-27
usp000h803,4.5,-72.676,-36.204,2010-02-27
usp000h802,4.7,-73.525,-36.526,2010-02-27
usp000h7zy,5.2,-73.345,-37.548,2010-02-27
usp000h7zu,5.0,-73.595,-37.632,2010-02-27
usp000h7zt,5.7,-73.699,-37.581,2010-02-27
usp000h7zs,4.9,-73.755,-37.697,2010-02-27
usp000h7zr,5.6,-73.55,-37.516,2010-02-27
usp000h7zq,5.0,-73.093,-36.644,2010-02-27
usp000h7zm,4.9,-73.654,-37.55,2010-02-27
usp000h7zf,4.7,-73.514,-37.677,2010-02-27
usp000h7ze,5.5,-73.051,-36.521,2010-02-27
usp000h7zc,4.9,-73.481,-36.297,2010-02-27
usp000h7zb,4.9,-73.167,-36.589,2010-02-27
usp000h7z8,6.1,-73.208,-36.354,2010-02-27
usp000h7z7,4.9,-73.494,-37.982,2010-02-27
usp000h7z6,4.5,-72.865,-36.585,2010-02-27
usp000h7z3,4.7,-73.988,-37.626,2010-02-27
usp000h7yw,5.4,-73.453,-37.511,2010-02-27
usp000h7ys,5.5,-73.348,-37.78,2010-02-27
usp000h7yr,4.1,-73.249,-36.232,2010-02-27
usp000h7yp,5.4,-73.429,-38.283,2010-02-27
usp000h7yn,4.5,-73.48,-36.701,2010-02-27
usp000h7yk,4.0,-72.599,-36.198,2010-02-27
usp000h7yj,4.2,-73.322,-37.03,2010-02-27
usp000h7yf,4.2,-72.944,-37.643,2010-02-27
usp000h7ya,5.5,-73.257,-36.129,2010-02-27
usp000h7y8,4.1,-73.138,-36.114,2010-02-27
usp000h7y6,4.6,-73.834,-37.783,2010-02-27
usp000h7y5,5.2,-73.725,-38.278,2010-02-27
usp000h7y3,4.2,-73.304,-38.462,2010-02-27
usp000h7xw,4.9,-73.776,-37.419,2010-02-27
usp000h7xu,4.8,-72.782,-37.194,2010-02-27
usp000h7xt,4.1,-73.535,-38.048,2010-02-27
usp000h7xr,5.0,-73.383,-37.968,2010-02-27
usp000h7xd,4.5,-73.853,-38.191,2010-02-27
usp000h7xc,4.4,-73.614,-37.394,2010-02-27
usp000h7x7,5.0,-73.258,-37.335,2010-02-27
usp000h7x5,4.8,-73.55,-38.285,2010-02-27
usp000h7x2,5.0,-72.673,-37.219,2010-02-27
usp000h7x0,4.0,-73.486,-37.276,2010-02-27
usp000h7wx,4.3,-73.387,-36.359,2010-02-27
usp000h7wp,4.2,-73.218,-36.681,2010-02-27
usp000h7wm,4.3,-73.432,-36.851,2010-02-27
usp000h7wg,4.8,-73.178,-36.031,2010-02-27
usp000h7wf,4.2,-73.5,-38.207,2010-02-27
usp000h7we,4.6,-73.596,-37.514,2010-02-27
usp000h7wd,4.3,-72.689,-36.062,2010-02-27
usp000h7wc,4.3,-73.487,-36.044,2010-02-27
usp000h7wa,4.1,-73.418,-36.206,2010-02-27
usp000h7w8,4.3,-72.673,-36.754,2010-02-27
usp000h7w6,4.4,-73.156,-36.277,2010-02-27
usp000h7w5,4.4,-73.189,-36.019,2010-02-27
usp000h7w4,4.3,-72.976,-37.376,2010-02-27
usp000h7w2,5.3,-73.645,-38.496,2010-02-27
usp000h7w1,5.0,-72.865,-38.554,2010-02-27
usp000h7w0,4.9,-73.206,-37.0,2010-02-27
usp000h7vy,4.7,-73.822,-37.447,2010-02-27
usp000h7vx,4.6,-73.943,-37.966,2010-02-27
usp000h7vv,5.1,-74.973,-37.837,2010-02-27
usp000h7vu,5.1,-73.373,-37.169,2010-02-27
usp000h7vt,4.8,-73.377,-37.307,2010-02-27
usp000h7vq,4.5,-72.895,-36.635,2010-02-27
usp000h7vn,4.6,-73.437,-36.257,2010-02-27
usp000h7vj,4.3,-73.591,-37.224,2010-02-27
usp000h7vh,5.0,-73.098,-36.184,2010-02-27
usp000h7vd,4.4,-73.224,-37.629,2010-02-27
usp000h7va,5.0,-73.14,-37.032,2010-02-27
usp000h7v8,4.7,-73.865,-36.219,2010-02-27
usp000h7v6,4.5,-73.098,-37.796,2010-02-27
usp000h7v5,5.4,-73.188,-36.326,2010-02-27
usp000h7v4,4.1,-73.304,-36.202,2010-02-27
usp000h7v3,4.7,-73.446,-36.822,2010-02-27
usp000h7v2,4.3,-73.335,-36.072,2010-02-27
usp000h7v1,5.2,-73.716,-38.265,2010-02-27
usp000h7uq,4.2,-73.053,-37.206,2010-02-27
usp000h7up,5.4,-73.399,-36.804,2010-02-27
usp000h7uh,5.9,-73.694,-38.191,2010-02-27
iscgem600697919,6.0,-73.545,-37.878,2010-02-27
usp000h7ud,4.6,-74.168,-37.228,2010-02-27
usp000h7uc,4.2,-73.095,-36.312,2010-02-27
usp000h7u6,4.8,-73.39,-37.486,2010-02-27
usp000h7u5,5.8,-73.652,-38.16,2010-02-27
usp000h7u4,4.9,-73.436,-37.811,2010-02-27
usp000h7u3,4.3,-73.077,-36.029,2010-02-27
usp000h7u2,4.4,-74.669,-37.822,2010-02-27
usp000h7u1,5.0,-73.315,-37.113,2010-02-27
usp000h7u0,4.8,-73.883,-38.22,2010-02-27
usp000h7ts,4.9,-71.837,-37.701,2010-02-27
usp000h7tr,5.2,-73.257,-36.668,2010-02-27
usp000h7tm,4.6,-73.282,-36.266,2010-02-27
usp000h7tk,4.7,-72.923,-36.25,2010-02-27
usp000h7te,5.0,-73.565,-37.52,2010-02-27
usp000h7td,5.0,-73.309,-36.099,2010-02-27
usp000h7t9,4.9,-73.035,-36.006,2010-02-27
usp000h7t6,4.9,-73.817,-37.481,2010-02-27
usp000h7t4,5.1,-73.51,-36.176,2010-02-27
usp000h7t3,5.2,-72.871,-36.952,2010-02-27
usp000h7sz,5.2,-74.095,-37.247,2010-02-27
usp000h7sp,5.3,-72.71,-36.122,2010-02-27
usp000h7sj,5.1,-73.2,-37.033,2010-02-27
usp000h7se,5.4,-72.647,-36.458,2010-02-27
usp000h7sc,5.3,-73.116,-36.866,2010-02-27
usp000h7s9,6.0,-72.673,-36.869,2010-02-27
usp000h7s5,5.6,-73.393,-38.032,2010-02-27
usp000h7s1,5.6,-73.594,-36.924,2010-02-27
usp000h7s0,5.1,-74.126,-37.964,2010-02-27
usp000h7rz,4.9,-73.754,-37.688,2010-02-27
usp000h7rx,5.2,-73.366,-36.912,2010-02-27
usp000h7rw,4.9,-72.136,-36.72,2010-02-27
usp000h7rr,5.1,-73.708,-38.099,2010-02-27
official20100227063411530_30,8.8,-72.898,-36.122,2010-02-27
usp000h6ea,4.7,-72.939,-36.252,2010-01-21
usp000h6dv,4.8,-73.179,-36.216,2010-01-21
usp000h6du,5.1,-73.16,-36.281,2010-01-21
usp000h64r,4.3,-71.192,-38.015,2010-01-15
usp000h5fb,5.1,-72.917,-36.675,2009-12-29
usp000h4b2,5.9,-74.967,-39.634,2009-11-22
usp000h3ps,4.1,-71.382,-36.059,2009-11-03
usp000h3k1,4.2,-73.125,-36.667,2009-10-30
usp000h2tb,4.6,-72.101,-36.741,2009-10-12
usp000h09n,4.4,-74.279,-37.326,2009-08-13
usp000h030,4.1,-69.902,-36.817,2009-08-08
usp000h02z,4.2,-69.787,-36.765,2009-08-08
usp000h02g,4.2,-73.257,-38.338,2009-08-07
usp000gzvu,3.0,-72.438,-42.091,2009-08-01
usp000gzm2,4.8,-73.77,-38.094,2009-07-25
usp000gzkw,4.7,-74.055,-38.194,2009-07-25
usp000gzkv,4.7,-73.876,-38.186,2009-07-25
usp000gz3r,4.3,-73.225,-36.258,2009-07-10
usp000gyzs,4.4,-73.555,-39.898,2009-07-06
usp000gyqn,4.8,-73.376,-38.138,2009-06-29
usp000gyjz,4.3,-72.833,-37.173,2009-06-25
usp000gy45,4.5,-72.598,-42.835,2009-06-12
usp000gy39,4.2,-72.598,-42.849,2009-06-11
usp000gy24,4.7,-72.548,-42.852,2009-06-10
usp000gxyx,4.3,-72.467,-42.78,2009-06-07
usp000gxy1,4.6,-72.393,-42.783,2009-06-06
usp000gxwt,4.4,-72.564,-42.811,2009-06-06
usp000gxwa,4.4,-72.408,-42.788,2009-06-05
usp000gxux,4.4,-72.386,-42.763,2009-06-04
usp000gxuh,4.3,-72.542,-42.804,2009-06-04
usp000gxrz,4.4,-72.354,-42.813,2009-06-01
usp000gxqx,4.4,-72.558,-42.776,2009-05-31
usp000gxqn,4.2,-72.438,-42.899,2009-05-31
usp000gxn1,4.5,-72.244,-42.832,2009-05-29
usp000gxj7,4.6,-72.749,-42.845,2009-05-26
usp000gxhc,4.4,-72.494,-42.802,2009-05-25
usp000gxfu,4.7,-72.41,-42.82,2009-05-24
usp000gwjt,3.5,-72.956,-36.518,2009-04-25
usp000gwgh,4.2,-71.979,-37.563,2009-04-23
usp000gv2h,3.8,-72.449,-42.07,2009-03-17
usp000gur7,4.5,-72.596,-42.84,2009-03-08
usp000guqb,4.3,-72.39,-42.816,2009-03-07
usp000gukz,4.8,-74.972,-39.218,2009-03-04
usp000guht,4.7,-71.341,-40.233,2009-03-02
usp000gtme,4.2,-70.64,-36.961,2009-02-10
usp000gt0b,5.2,-70.81,-36.386,2009-01-23
usp000gsvf,4.8,-72.445,-42.085,2009-01-20
usp000gsj6,4.2,-71.425,-37.413,2009-01-13
usp000grre,4.4,-72.977,-36.33,2008-12-29
usp000gpaa,5.3,-73.009,-36.322,2008-11-23
usp000gp5m,2.9,-72.671,-42.808,2008-11-21
usp000gnn2,2.9,-72.978,-36.327,2008-11-14
usp000gnmg,3.9,-73.126,-36.261,2008-11-13
usp000gnk1,4.1,-72.945,-37.08,2008-11-13
usp000gmhp,4.5,-74.829,-40.11,2008-10-31
usp000gjuq,4.6,-73.141,-39.941,2008-10-10
usp000ghtz,4.7,-71.376,-36.282,2008-09-27
usp000gguz,3.5,-71.944,-36.065,2008-09-11
usp000ggqe,4.6,-73.06,-36.457,2008-09-09
usp000gggn,4.2,-71.324,-39.059,2008-09-06
usp000gg8p,3.6,-72.642,-36.057,2008-09-02
usp000gf12,3.3,-72.289,-37.397,2008-08-19
usp000gevg,4.7,-72.219,-40.465,2008-08-17
usp000gdcj,4.2,-74.304,-42.656,2008-07-29
usp000gcj3,3.9,-72.241,-39.67,2008-07-18
usp000gcfj,3.0,-71.455,-36.741,2008-07-18
usp000gcfe,3.1,-71.733,-36.335,2008-07-18
usp000gbm0,4.0,-72.498,-42.056,2008-07-07
usp000gawt,3.6,-73.34,-36.638,2008-06-29
usp000gagx,4.1,-71.705,-36.157,2008-06-25
usp000g9mf,3.9,-73.436,-37.258,2008-06-14
usp000g8zc,4.0,-73.692,-39.474,2008-06-09
usp000g8pj,3.9,-73.079,-40.689,2008-06-06
usp000g8fa,4.1,-73.367,-37.951,2008-06-03
usp000g85u,4.4,-72.19,-41.97,2008-05-31
usp000g80y,4.5,-72.185,-41.945,2008-05-29
usp000g7zt,4.5,-72.299,-41.863,2008-05-28
usp000g7vr,4.2,-69.602,-36.201,2008-05-27
usp000g7td,4.1,-73.327,-36.741,2008-05-26
usp000g7na,4.6,-72.325,-42.047,2008-05-24
usp000g7md,4.9,-72.011,-42.053,2008-05-24
usp000g7mb,5.0,-72.206,-42.025,2008-05-24
usp000g7m1,5.4,-72.187,-41.957,2008-05-24
usp000g79t,3.7,-73.57,-38.422,2008-05-20
usp000g5tx,3.7,-72.017,-36.373,2008-05-08
usp000g5dh,3.6,-72.441,-37.074,2008-05-03
usp000g5cm,5.0,-72.246,-42.784,2008-05-03
usp000g5ca,4.1,-72.848,-42.858,2008-05-02
usp000g5bu,4.7,-72.466,-42.737,2008-05-02
usp000g5b3,4.9,-72.405,-42.703,2008-05-02
usp000g5ax,4.1,-72.489,-42.803,2008-05-02
usp000g5ag,5.2,-72.266,-42.766,2008-05-02
usp000g5ab,4.6,-72.456,-42.707,2008-05-02
usp000g5a5,4.5,-72.567,-42.709,2008-05-02
usp000g59w,4.4,-72.467,-42.834,2008-05-02
usp000g57u,4.4,-72.439,-42.837,2008-05-01
usp000g530,3.4,-71.253,-36.304,2008-04-29
usp000g454,3.9,-72.471,-36.019,2008-04-17
usp000g3zz,3.6,-71.479,-36.646,2008-04-15
usp000g2yd,4.6,-73.906,-41.415,2008-04-02
usp000g1jg,2.9,-72.96,-37.698,2008-03-15
usp000g1dx,3.9,-74.205,-41.912,2008-03-13
usp000g1bu,3.3,-73.396,-37.739,2008-03-12
usp000g0y8,3.2,-72.272,-36.017,2008-03-08
usp000g0gp,3.5,-72.311,-36.96,2008-03-02
usp000g0dq,3.2,-71.735,-36.131,2008-03-01
usp000fzbn,4.6,-71.774,-40.26,2008-02-20
usp000fz0q,4.5,-71.508,-38.949,2008-02-16
usp000fy3s,4.1,-71.932,-36.524,2008-02-03
usp000fxs4,5.0,-74.049,-42.68,2008-01-30
usp000fw3d,4.6,-72.964,-36.233,2008-01-06
usp000fv9f,4.3,-72.981,-36.438,2007-12-26
usp000fv68,3.4,-72.983,-36.271,2007-12-25
usp000fuc3,5.0,-72.233,-40.665,2007-12-13
usp000ft1m,2.8,-73.103,-36.784,2007-11-21
usp000fs0b,3.3,-72.343,-36.962,2007-11-05
usp000frya,4.5,-74.622,-38.487,2007-11-04
usp000frw0,3.9,-72.153,-40.345,2007-11-03
usp000frpu,3.6,-71.747,-36.352,2007-10-31
usp000frjn,3.4,-71.615,-36.027,2007-10-29
usp000frdr,4.7,-73.986,-36.692,2007-10-27
usp000fqzb,3.4,-71.626,-36.464,2007-10-20
usp000fqyy,5.2,-73.006,-36.469,2007-10-20
usp000fqtc,3.3,-71.375,-36.171,2007-10-18
usp000fqk2,3.2,-71.146,-36.287,2007-10-15
usp000fnj0,4.6,-72.313,-39.401,2007-09-17
usp000fngv,3.2,-71.802,-36.815,2007-09-17
usp000fngs,3.8,-74.462,-37.931,2007-09-17
usp000fmm2,3.4,-69.353,-36.386,2007-09-07
usp000fkzv,3.6,-71.561,-36.723,2007-08-30
usp000fkjg,4.0,-72.07,-39.075,2007-08-24
usp000fkb2,4.8,-71.782,-40.413,2007-08-20
usp000fjw4,3.8,-74.654,-36.461,2007-08-16
usp000fjpg,4.5,-74.903,-37.205,2007-08-14
usp000fhzj,3.9,-70.792,-36.128,2007-08-06
usp000fhz0,3.9,-73.334,-37.621,2007-08-05
usp000fhs3,3.1,-72.89,-36.546,2007-08-03
usp000fh4k,3.7,-72.936,-36.938,2007-07-26
usp000fh2m,3.4,-71.254,-36.48,2007-07-25
usp000fgju,3.9,-73.305,-36.297,2007-07-18
usp000fft6,3.6,-74.688,-36.182,2007-07-08
usp000ffku,3.5,-72.398,-36.9,2007-07-06
usp000ffkh,4.1,-72.956,-37.346,2007-07-06
usp000fe0y,3.3,-74.09,-36.051,2007-06-14
usp000fdw4,4.5,-73.302,-37.644,2007-06-12
usp000fdw0,4.8,-74.126,-42.518,2007-06-12
usp000fd4s,4.0,-71.138,-38.129,2007-06-01
usp000fd0m,2.9,-72.165,-36.577,2007-05-29
usp000fd09,4.4,-71.228,-39.901,2007-05-29
usp000fcs0,4.3,-74.088,-41.96,2007-05-26
usp000fbem,4.7,-74.204,-40.372,2007-05-07
usp000fbdv,4.3,-71.895,-40.486,2007-05-06
usp000fb95,4.6,-72.524,-37.382,2007-05-05
usp000fb4d,3.8,-71.898,-36.159,2007-05-03
usp000fayb,2.9,-71.169,-36.513,2007-04-30
usp000fav8,3.3,-73.709,-38.369,2007-04-29
usp000f6c3,4.0,-73.721,-41.201,2007-03-09
usp000f502,3.4,-71.161,-38.395,2007-02-17
usp000f4za,4.2,-74.809,-36.987,2007-02-16
usp000f4kx,5.5,-71.56,-42.978,2007-02-10
usp000f3ja,3.9,-72.577,-36.593,2007-01-25
usp000f2ua,2.9,-73.027,-37.469,2007-01-17
usp000f1zb,4.2,-71.565,-36.06,2007-01-08
usp000f1ee,5.6,-71.114,-37.94,2006-12-31
usp000f0sb,3.6,-72.79,-36.364,2006-12-22
usp000f0me,4.0,-71.555,-37.38,2006-12-20
usp000ezrr,4.4,-74.248,-42.0,2006-12-07
usp000ex98,4.0,-73.449,-36.852,2006-11-13
usp000ewkb,3.3,-73.642,-36.89,2006-11-04
usp000ew26,3.9,-73.789,-36.435,2006-10-26
usp000evfb,4.3,-74.86,-40.923,2006-10-18
usp000evbm,3.6,-71.496,-36.256,2006-10-16
usp000euqk,4.1,-72.179,-36.466,2006-10-08
usp000euq1,3.1,-71.83,-37.387,2006-10-08
usp000eu25,3.5,-71.812,-36.124,2006-09-29
usp000eu09,3.1,-71.875,-36.152,2006-09-28
usp000etux,3.9,-72.8,-36.407,2006-09-26
usp000etp8,3.6,-70.388,-37.969,2006-09-23
usp000etmp,3.0,-71.824,-36.237,2006-09-23
usp000eth8,4.4,-72.524,-38.844,2006-09-21
usp000eshk,4.1,-73.863,-40.731,2006-09-05
usp000es65,3.2,-72.631,-36.081,2006-08-31
usp000er1j,4.1,-72.279,-36.647,2006-08-16
usp000eqbw,4.3,-73.866,-39.132,2006-08-06
usp000eppz,3.6,-71.273,-36.623,2006-07-27
usp000epmh,3.8,-71.598,-37.154,2006-07-26
usp000enss,4.7,-72.262,-40.465,2006-07-17
usp000enj5,4.0,-73.383,-36.343,2006-07-13
usp000en4d,4.7,-71.526,-37.005,2006-07-08
usp000en2w,4.0,-73.13,-37.491,2006-07-07
usp000emhb,4.0,-71.16,-37.011,2006-06-29
usp000em8m,3.3,-71.746,-36.077,2006-06-25
usp000em16,3.3,-70.388,-36.13,2006-06-22
usp000ekbs,2.9,-72.469,-36.785,2006-06-14
usp000ek6m,4.4,-73.423,-36.546,2006-06-12
usp000ehp0,2.5,-71.651,-36.031,2006-05-22
usp000ehky,5.2,-73.641,-37.322,2006-05-21
usp000ehd9,3.9,-71.11,-36.337,2006-05-18
usp000eh6m,4.0,-72.379,-36.083,2006-05-15
usp000egr2,4.0,-71.613,-36.966,2006-05-10
usp000egjp,3.0,-70.771,-36.036,2006-05-08
usp000efae,3.9,-71.878,-39.601,2006-04-23
usp000eeb8,3.8,-72.828,-37.802,2006-04-12
usp000edwn,3.3,-71.667,-36.868,2006-04-07
usp000eduk,4.1,-73.341,-37.643,2006-04-06
usp000ed9h,3.6,-72.365,-36.29,2006-03-30
usp000ecgn,3.4,-71.681,-37.027,2006-03-19
usp000eccr,4.4,-74.507,-37.678,2006-03-18
usp000ec79,4.0,-73.437,-37.094,2006-03-15
usp000eba3,3.3,-73.146,-36.161,2006-03-03
usp000eb62,4.4,-72.754,-39.803,2006-03-02
usp000eb4a,4.6,-71.12,-36.336,2006-03-01
usp000eb3a,4.4,-73.097,-38.319,2006-03-01
usp000eavx,4.9,-74.401,-42.625,2006-02-26
usp000eadh,4.5,-71.776,-39.229,2006-02-19
usp000e9jp,3.3,-72.575,-36.701,2006-02-05
usp000e9d4,3.7,-74.505,-36.43,2006-02-03
usp000e938,3.7,-71.466,-37.538,2006-01-29
usp000e8se,3.2,-70.896,-37.141,2006-01-24
usp000e7nw,5.2,-73.224,-36.399,2006-01-05
usp000e7fq,3.6,-73.498,-36.528,2006-01-03
usp000e79f,4.6,-71.355,-39.87,2005-12-31
usp000e6wj,5.1,-73.188,-38.953,2005-12-26
usp000e6m2,3.6,-71.154,-36.094,2005-12-22
usp000e6k1,5.2,-74.058,-42.713,2005-12-21
usp000e5j4,3.2,-70.929,-37.432,2005-12-05
usp000e4r8,4.6,-72.151,-36.741,2005-11-23
usp000e4g3,3.2,-71.544,-36.663,2005-11-19
usp000e48h,3.6,-70.893,-36.535,2005-11-15
usp000e41m,3.6,-72.874,-36.731,2005-11-12
usp000e3pw,3.8,-72.648,-36.769,2005-11-07
usp000e3j1,2.8,-71.975,-36.316,2005-11-05
usp000e35u,3.4,-73.721,-36.629,2005-10-30
usp000e35e,4.2,-74.336,-36.934,2005-10-30
usp000e16v,4.4,-73.456,-38.166,2005-10-08
usp000e0qk,3.1,-71.06,-36.937,2005-10-02
usp000e05t,3.7,-71.427,-36.174,2005-09-25
usp000dzw4,2.9,-71.341,-36.221,2005-09-21
usp000dzjx,2.9,-71.33,-36.141,2005-09-16
usp000dzfw,4.1,-70.62,-37.976,2005-09-15
usp000dz8y,4.9,-73.548,-36.698,2005-09-11
usp000dysf,4.7,-71.634,-36.319,2005-09-04
usp000dyse,4.4,-74.942,-40.982,2005-09-04
usp000dyht,3.6,-71.978,-36.158,2005-09-01
usp000dy82,3.3,-71.321,-36.167,2005-08-28
usp000dxw5,4.7,-73.845,-42.452,2005-08-23
usp000dxh4,4.6,-72.57,-36.626,2005-08-17
usp000dwvv,4.0,-74.692,-38.713,2005-08-07
usp000dwjj,4.4,-74.978,-39.238,2005-08-03
usp000dwfv,3.3,-71.711,-36.515,2005-08-01
usp000dvzp,3.3,-72.076,-36.195,2005-07-26
usp000dvn0,4.5,-73.917,-42.42,2005-07-21
usp000dvd0,3.5,-73.248,-36.582,2005-07-17
usp000dvcx,4.7,-73.246,-36.575,2005-07-17
usp000dv2x,4.1,-73.961,-37.362,2005-07-12
usp000dup4,3.6,-72.843,-36.258,2005-07-06
usp000dtes,4.4,-74.499,-38.916,2005-06-19
usp000dt4d,3.4,-72.25,-36.079,2005-06-15
usp000ds2r,3.8,-73.208,-36.479,2005-06-02
usp000dryd,4.5,-73.251,-36.607,2005-05-31
usp000drup,4.2,-73.266,-36.568,2005-05-29
usp000dr6q,3.4,-70.891,-36.853,2005-05-20
usp000dqk9,3.1,-71.842,-36.077,2005-05-12
usp000dnqb,3.1,-71.169,-36.857,2005-04-18
usp000dn5m,3.5,-72.249,-36.814,2005-04-12
usp000dmmz,2.8,-71.472,-36.092,2005-04-08
usp000dm4p,3.2,-71.391,-36.108,2005-04-03
usp000dm1m,3.4,-71.081,-37.431,2005-04-02
usp000dj8e,3.9,-71.857,-36.236,2005-03-15
usp000dhbh,4.0,-70.089,-36.32,2005-03-02
usp000dg5t,4.1,-74.185,-38.258,2005-02-15
usp000dfr1,3.5,-73.707,-36.812,2005-02-08
usp000dfgy,4.2,-74.365,-38.315,2005-02-04
usp000dfg9,4.9,-73.78,-37.865,2005-02-04
usp000dfc8,3.7,-70.648,-36.065,2005-02-01
usp000dfby,3.7,-70.728,-36.029,2005-02-01
usp000ddvm,4.4,-74.29,-42.673,2005-01-20
usp000dcdb,3.4,-71.949,-37.403,2005-01-02
usp000dc9k,3.0,-71.357,-36.161,2004-12-31
usp000dc93,4.0,-73.539,-37.838,2004-12-31
usp000dab8,4.7,-70.764,-37.5,2004-12-08
usp000d8aa,4.0,-72.85,-40.909,2004-11-12
usp000d7tk,4.4,-71.186,-36.804,2004-11-06
usp000d7cb,4.1,-73.698,-37.038,2004-10-31
usp000d78c,4.3,-74.396,-37.058,2004-10-28
usp000d6yf,4.8,-74.89,-40.284,2004-10-24
usp000d6qa,4.4,-74.377,-41.116,2004-10-20
usp000d6nb,3.8,-72.041,-37.604,2004-10-19
usp000d55g,4.0,-72.247,-36.829,2004-09-27
usp000d41d,5.3,-72.96,-37.927,2004-09-10
usp000d2v0,3.0,-71.246,-36.154,2004-08-25
usp000d2u0,3.0,-71.654,-36.021,2004-08-25
usp000d2pe,3.5,-71.876,-36.116,2004-08-22
usp000d2nq,3.9,-71.118,-40.231,2004-08-22
usp000d2kn,4.4,-71.575,-40.337,2004-08-21
usp000d2hg,4.2,-68.627,-36.064,2004-08-20
usp000d2c7,3.4,-73.0,-36.361,2004-08-18
usp000d27g,3.5,-71.99,-36.141,2004-08-15
usp000d23p,3.0,-73.448,-36.916,2004-08-14
usp000d1mc,2.9,-71.392,-36.886,2004-08-06
usp000d1hj,3.6,-74.294,-38.658,2004-08-05
usp000czha,4.7,-73.704,-41.474,2004-07-04
usp000cz49,3.9,-71.855,-36.841,2004-06-29
usp000cye5,4.5,-73.963,-41.937,2004-06-21
usp000cy0q,3.7,-73.156,-38.662,2004-06-16
usp000cxyk,6.1,-73.155,-38.854,2004-06-15
usp000cxfw,4.1,-72.977,-36.314,2004-06-09
usp000cxf7,4.1,-73.295,-36.585,2004-06-08
usp000cxac,3.4,-72.651,-36.309,2004-06-07
usp000cx8n,3.5,-71.23,-36.055,2004-06-06
usp000cx5m,4.5,-74.23,-37.443,2004-06-05
usp000cw4t,4.3,-73.785,-37.707,2004-05-25
usp000cw3n,4.5,-72.139,-41.03,2004-05-24
usp000cvae,4.0,-72.399,-36.767,2004-05-17
usp000cva2,3.9,-73.703,-37.904,2004-05-17
usp000cv50,3.6,-73.066,-37.868,2004-05-15
usp000cv1j,3.7,-73.435,-37.697,2004-05-14
usp000cuty,4.0,-74.129,-38.071,2004-05-12
usp000cua2,4.1,-73.179,-39.725,2004-05-06
usp000cu86,4.5,-73.63,-37.612,2004-05-05
usp000cu6g,4.5,-73.942,-37.804,2004-05-04
usp000cu4p,3.7,-73.67,-37.909,2004-05-04
usp000cu4j,3.4,-71.279,-38.27,2004-05-04
usp000cu4g,4.2,-73.467,-37.664,2004-05-04
usp000cu48,4.0,-73.749,-37.84,2004-05-04
usp000cu39,4.2,-73.88,-37.894,2004-05-03
usp000cu2r,3.4,-73.664,-37.889,2004-05-03
usp000cu2n,4.1,-73.914,-37.847,2004-05-03
usp000cu2f,4.0,-73.704,-37.729,2004-05-03
usp000cu2e,4.6,-73.634,-37.788,2004-05-03
usp000cu2d,3.9,-73.829,-37.818,2004-05-03
usp000cu2c,4.1,-73.664,-37.694,2004-05-03
usp000cu2b,4.1,-73.773,-37.861,2004-05-03
usp000cu2a,4.2,-73.643,-37.723,2004-05-03
usp000cu28,4.2,-73.574,-37.796,2004-05-03
usp000cu26,4.1,-73.655,-37.868,2004-05-03
usp000cu23,4.6,-73.481,-37.657,2004-05-03
usp000cu21,4.3,-73.997,-37.898,2004-05-03
usp000cu20,4.6,-74.139,-40.743,2004-05-03
usp000cu1z,6.6,-73.406,-37.695,2004-05-03
usp000ctkm,3.3,-72.676,-36.188,2004-04-27
usp000csyp,4.1,-72.497,-36.628,2004-04-20
usp000cssb,3.6,-72.571,-38.609,2004-04-17
usp000cq5w,3.4,-72.328,-37.29,2004-03-17
usp000cp0c,3.4,-71.805,-36.689,2004-03-03
usp000cn8u,2.9,-71.221,-36.372,2004-02-25
usp000cn37,3.4,-72.169,-36.086,2004-02-24
usp000cj6s,4.4,-73.582,-37.209,2004-01-18
usp000cgjf,3.6,-74.086,-38.029,2003-12-30
usp000cfdw,3.2,-71.557,-37.09,2003-12-17
usp000cfbd,3.4,-71.129,-36.475,2003-12-15
usp000cej4,4.3,-74.527,-37.653,2003-12-05
usp000ce5q,3.5,-71.674,-36.388,2003-11-29
usp000cdm8,3.1,-71.752,-36.033,2003-11-21
