id,mag,longitude,latitude,date
usp000cctz,3.8,-72.263,-37.752,2003-11-14
usp000ccnr,5.6,-74.868,-40.022,2003-11-12
usp000cc91,3.8,-70.822,-37.731,2003-11-07
usp000cbt6,3.7,-68.299,-36.364,2003-11-01
usp000cbhm,2.7,-71.477,-36.062,2003-10-29
usp000cbc5,3.9,-72.388,-39.406,2003-10-27
usp000cb24,3.5,-72.559,-37.564,2003-10-23
usp000cakr,4.3,-73.48,-37.426,2003-10-17
usp000cadz,4.1,-73.632,-39.585,2003-10-15
usp000ca57,3.7,-71.806,-36.958,2003-10-11
usp000ca29,2.9,-71.603,-36.936,2003-10-10
usp000c9qu,3.8,-72.718,-37.711,2003-10-06
usp000c9g9,3.8,-71.909,-38.074,2003-10-03
usp000c8kj,3.5,-71.472,-36.665,2003-09-25
usp000c8hg,3.9,-72.328,-37.651,2003-09-24
usp000c88y,3.6,-72.532,-36.188,2003-09-22
usp000c72f,3.6,-72.915,-36.327,2003-09-08
usp000c6wt,2.8,-72.469,-36.195,2003-09-06
usp000c6tw,3.4,-71.56,-36.028,2003-09-05
usp000c61c,5.1,-72.443,-39.157,2003-08-27
usp000c5qf,4.2,-72.7,-40.415,2003-08-23
usp000c4dm,3.1,-72.506,-36.093,2003-08-08
usp000c3va,4.0,-72.931,-37.554,2003-08-01
usp000c3d2,3.8,-71.826,-36.116,2003-07-26
usp000c2xn,3.5,-71.391,-36.378,2003-07-20
usp000c2u9,3.2,-71.894,-37.136,2003-07-18
usp000c2p5,3.1,-71.786,-36.018,2003-07-16
usp000c2fj,4.0,-72.729,-36.081,2003-07-14
usp000c28p,3.4,-71.261,-37.373,2003-07-12
usp000c256,3.4,-71.057,-37.182,2003-07-10
usp000c13x,3.0,-73.226,-36.099,2003-06-27
usp000c0xz,4.0,-73.624,-36.537,2003-06-25
usp000bz7c,3.7,-71.924,-38.462,2003-06-06
usp000byyy,3.6,-71.898,-36.071,2003-06-03
usp000byhx,2.9,-72.017,-36.08,2003-05-30
usp000bx8s,3.5,-71.373,-36.124,2003-05-15
usp000bwtw,4.6,-71.334,-40.319,2003-05-08
usp000bwe9,3.8,-71.334,-36.289,2003-05-02
usp000bw9d,4.0,-73.11,-37.145,2003-04-30
usp000bv89,3.8,-71.632,-36.938,2003-04-15
usp000bub7,2.9,-70.638,-36.223,2003-04-04
usp000bu6f,3.2,-71.325,-36.278,2003-04-02
usp000bu4a,3.6,-72.578,-36.806,2003-04-01
usp000bt5d,4.4,-73.395,-36.402,2003-03-21
usp000bsed,3.6,-71.801,-36.089,2003-03-11
usp000bs35,3.1,-71.008,-36.299,2003-03-06
usp000brq8,3.4,-72.833,-36.497,2003-03-01
usp000br4f,3.4,-70.611,-36.108,2003-02-21
usp000bqk1,3.5,-71.441,-38.066,2003-02-13
usp000bqjz,3.0,-71.036,-36.069,2003-02-13
usp000bpje,3.7,-72.283,-36.652,2003-01-29
usp000bn1w,3.0,-71.231,-36.189,2003-01-04
usp000bn16,3.5,-73.604,-37.616,2003-01-04
usp000bmmc,3.5,-72.316,-37.062,2002-12-28
usp000bmff,4.1,-70.588,-36.815,2002-12-26
usp000bmar,3.3,-71.348,-38.062,2002-12-24
usp000bm3c,4.5,-72.131,-38.487,2002-12-21
usp000bky0,4.5,-72.219,-38.559,2002-12-18
usp000bkax,3.3,-71.405,-36.141,2002-12-08
usp000bk1q,3.8,-71.789,-36.828,2002-12-03
usp000bjhg,3.7,-72.549,-36.054,2002-11-27
usp000bfrm,5.2,-74.716,-40.098,2002-10-31
usp000bfq4,3.4,-72.027,-37.037,2002-10-31
usp000bfcu,3.5,-72.103,-37.312,2002-10-26
usp000begs,4.2,-72.758,-36.434,2002-10-14
usp000bcmc,4.0,-73.898,-36.189,2002-09-19
usp000bcfa,3.6,-71.514,-36.131,2002-09-17
usp000bccu,3.4,-73.014,-36.484,2002-09-16
usp000bbzd,3.7,-72.622,-36.057,2002-09-11
usp000bbn2,3.4,-70.452,-36.058,2002-09-08
usp000baxv,3.9,-72.215,-36.456,2002-08-30
usp000ba9k,3.6,-71.619,-36.746,2002-08-20
usp000ba8p,3.9,-72.462,-36.222,2002-08-20
usp000ba7s,3.1,-71.336,-36.143,2002-08-19
usp000ba70,3.6,-71.479,-36.496,2002-08-19
usp000b8xf,3.9,-72.68,-36.692,2002-07-28
usp000b8w3,3.8,-72.507,-37.4,2002-07-27
usp000b834,3.5,-71.697,-36.396,2002-07-14
usp000b6t3,3.6,-71.788,-36.175,2002-06-23
usp000b6f0,4.1,-74.896,-38.943,2002-06-19
usp000b5se,4.2,-72.417,-37.643,2002-06-08
usp000b5ah,4.2,-74.103,-36.747,2002-05-31
usp000b57j,3.8,-71.902,-36.957,2002-05-30
usp000b3r9,4.3,-72.72,-38.307,2002-05-04
usp000b3gg,3.5,-71.328,-36.584,2002-04-30
usp000b3ay,4.3,-70.972,-37.276,2002-04-28
usp000b2cx,4.8,-73.875,-37.562,2002-04-14
usp000b27z,4.3,-72.608,-39.049,2002-04-12
usp000b1yu,4.7,-70.49,-36.924,2002-04-08
usp000b1pj,3.7,-71.287,-36.198,2002-04-04
usp000b1kq,3.3,-71.283,-36.319,2002-04-02
usp000b0zk,3.9,-71.024,-37.601,2002-03-25
usp000b0kk,3.4,-71.786,-36.376,2002-03-18
usp000b00v,3.8,-72.809,-36.617,2002-03-10
usp000azdu,3.8,-72.2,-37.38,2002-03-01
usp000az8z,3.2,-71.593,-36.036,2002-02-27
usp000ayuk,3.9,-70.836,-37.426,2002-02-20
usp000ay2h,3.6,-71.568,-36.056,2002-02-09
usp000ay23,4.1,-72.051,-39.983,2002-02-09
usp000axrm,3.8,-73.043,-36.482,2002-02-04
usp000axm3,3.6,-71.304,-36.656,2002-02-02
usp000axju,4.3,-73.555,-36.798,2002-02-01
usp000ax4d,4.2,-71.475,-36.142,2002-01-25
usp000ax0f,3.7,-71.446,-36.033,2002-01-23
usp000avy2,3.9,-72.991,-36.447,2002-01-06
usp000avv0,3.8,-71.634,-37.13,2002-01-05
usp000avu4,4.3,-74.245,-37.375,2002-01-04
usp000avpc,4.3,-73.278,-37.699,2002-01-02
usp000av98,2.7,-73.264,-36.792,2001-12-25
usp000av5p,3.7,-71.118,-36.326,2001-12-24
usp000av26,3.8,-71.331,-36.348,2001-12-22
usp000av25,3.7,-71.195,-36.433,2001-12-22
usp000auv8,2.6,-71.266,-36.289,2001-12-18
usp000aus9,4.0,-73.54,-36.085,2001-12-17
usp000auq6,4.3,-73.146,-36.144,2001-12-16
usp000auj9,3.9,-71.311,-36.37,2001-12-13
usp000auj8,4.3,-71.125,-36.457,2001-12-13
usp000aube,3.7,-71.354,-36.077,2001-12-09
usp000at8u,3.4,-72.059,-36.075,2001-11-21
usp000at89,3.8,-71.512,-36.721,2001-11-21
usp000at3b,4.2,-72.624,-36.404,2001-11-18
usp000asw9,3.9,-71.554,-36.336,2001-11-14
usp000asw7,3.8,-71.489,-36.264,2001-11-14
usp000asw4,3.7,-71.511,-36.363,2001-11-14
usp000asve,4.3,-71.286,-36.284,2001-11-14
usp000asvd,4.5,-71.4,-36.275,2001-11-14
usp000as49,5.1,-71.651,-36.248,2001-11-03
usp000arje,4.2,-74.907,-37.46,2001-10-24
usp000arj7,4.5,-73.781,-36.86,2001-10-24
usp000ar86,4.2,-72.063,-37.161,2001-10-19
usp000ar2x,3.9,-72.651,-40.033,2001-10-17
usp000aqju,3.6,-72.599,-36.493,2001-10-09
usp000aq7k,3.6,-72.269,-37.203,2001-10-04
usp000aq4m,3.4,-71.057,-36.139,2001-10-02
usp000aptr,3.4,-71.888,-36.678,2001-09-26
usp000ampn,3.3,-71.208,-37.277,2001-08-19
usp000ahp0,3.3,-71.025,-37.146,2001-06-29
usp000ag4u,3.6,-71.232,-36.483,2001-06-05
usp000af1s,5.0,-73.3,-38.639,2001-05-17
usp000aevz,3.9,-71.309,-36.221,2001-05-13
usp000aenn,4.1,-71.858,-36.05,2001-05-09
usp000aeh6,4.3,-72.024,-36.113,2001-05-06
usp000adfn,4.6,-73.364,-37.174,2001-04-18
usp000adb8,4.2,-72.049,-36.365,2001-04-16
usp000ad4v,4.1,-73.862,-36.644,2001-04-13
usp000aczv,3.8,-71.53,-37.565,2001-04-10
usp000abrh,4.8,-70.839,-37.393,2001-03-19
usp000aaum,4.7,-74.852,-38.995,2001-03-03
usp000aaud,5.9,-74.555,-38.766,2001-03-03
usp000aatm,4.7,-74.753,-38.788,2001-03-03
usp000a9da,4.8,-74.772,-38.677,2001-02-10
usp000a96z,4.2,-71.779,-36.984,2001-02-07
usp000a951,4.9,-74.75,-38.907,2001-02-06
usp000a8wb,3.9,-71.28,-36.324,2001-02-02
usp000a8vk,3.8,-71.194,-36.364,2001-02-01
usp000a8tm,4.9,-71.207,-36.417,2001-02-01
usp000a78b,4.0,-71.551,-37.1,2001-01-07
usp000a76v,4.2,-71.781,-40.511,2001-01-06
usp000a6e0,6.5,-74.662,-39.008,2000-12-20
usp000a5a6,3.6,-71.264,-36.083,2000-12-01
usp000a4qq,3.0,-71.2,-36.122,2000-11-23
usp000a4fy,3.3,-71.633,-36.538,2000-11-20
usp000a3h5,4.3,-74.63,-36.58,2000-11-13
usp000a3g2,3.8,-72.175,-36.047,2000-11-12
usp000a2z4,3.7,-71.455,-36.135,2000-11-05
usp000a2bb,3.5,-71.683,-36.019,2000-10-24
usp000a2a7,4.2,-72.881,-39.35,2000-10-24
usp000a28v,4.0,-70.478,-36.691,2000-10-23
usp000a0kc,3.7,-71.864,-39.021,2000-09-20
usp0009ydd,4.0,-72.604,-36.34,2000-08-13
usp0009y7f,2.6,-70.91,-36.326,2000-08-10
usp0009xqd,3.8,-73.878,-37.139,2000-08-03
usp0009x8p,4.3,-72.807,-37.09,2000-07-27
usp0009x8n,5.0,-73.522,-37.238,2000-07-27
usp0009t9t,3.9,-71.701,-37.684,2000-05-21
usp0009t5s,3.6,-72.421,-37.286,2000-05-19
usp0009sf1,3.2,-72.082,-36.361,2000-05-05
usp0009sav,3.3,-72.14,-36.331,2000-05-03
usp0009qv8,4.7,-71.403,-40.559,2000-04-05
usp0009p5x,4.2,-74.9,-37.797,2000-03-02
usp0009nda,4.3,-74.837,-38.818,2000-02-13
usp0009mj2,3.8,-73.573,-36.561,2000-01-23
usp0009mgp,3.4,-73.365,-40.44,2000-01-22
usp0009kyf,4.3,-73.433,-37.893,2000-01-09
usp0009k9e,4.7,-73.567,-37.87,1999-12-25
usp0009k6c,4.4,-73.134,-36.849,1999-12-23
usp0009k31,4.4,-73.082,-36.897,1999-12-20
usp0009k2t,4.9,-73.226,-36.898,1999-12-20
usp0009j34,4.0,-72.791,-36.377,1999-11-25
usp0009hyc,4.6,-73.46,-37.985,1999-11-21
usp0009hy5,4.0,-72.631,-36.492,1999-11-21
usp0009hxc,5.1,-73.56,-37.933,1999-11-21
usp0009hxb,4.8,-73.692,-37.927,1999-11-21
usp0009hwk,4.3,-73.858,-37.918,1999-11-20
usp0009hts,4.3,-73.544,-36.829,1999-11-18
usp0009htp,4.5,-72.654,-37.022,1999-11-18
usp0009hqd,4.2,-73.602,-36.526,1999-11-16
usp0009hnm,4.8,-72.317,-38.082,1999-11-15
usp0009h23,3.8,-73.447,-37.992,1999-11-03
usp0009h1r,3.7,-73.538,-37.979,1999-11-03
usp0009h1q,4.9,-73.525,-37.999,1999-11-03
usp0009h1m,3.6,-73.488,-37.99,1999-11-03
usp0009h1k,5.2,-73.53,-38.075,1999-11-03
usp0009h1j,4.1,-73.588,-38.082,1999-11-03
usp0009h1f,5.4,-73.376,-38.025,1999-11-03
usp0009f96,4.8,-74.584,-39.202,1999-10-01
usp0009f3q,4.4,-70.92,-38.975,1999-09-27
usp0009e8s,4.9,-74.776,-40.508,1999-09-10
usp0009dpk,4.5,-75.0,-40.652,1999-08-26
usp0009dfz,6.4,-74.756,-40.509,1999-08-22
usp0009ch7,3.5,-72.914,-37.45,1999-08-02
usp0009cak,4.5,-72.85,-36.993,1999-07-30
usp0009ajk,4.4,-71.939,-37.374,1999-06-26
usp00099k0,4.3,-71.198,-36.058,1999-06-09
usp00098ma,3.8,-71.329,-36.927,1999-05-23
usp00098ga,5.3,-70.476,-36.783,1999-05-22
usp000981a,2.8,-71.478,-36.124,1999-05-15
usp00097x0,4.7,-73.612,-36.828,1999-05-14
usp00096qc,3.5,-71.259,-36.434,1999-04-22
usp00096jc,3.7,-71.571,-36.776,1999-04-19
usp00096d3,4.3,-71.92,-37.396,1999-04-16
usp0009692,4.7,-70.716,-39.617,1999-04-14
usp0009683,4.4,-73.348,-40.951,1999-04-13
usp0009597,5.5,-71.747,-40.045,1999-03-27
usp000935s,4.8,-74.896,-38.943,1999-02-21
usp00091tr,4.5,-71.938,-40.466,1999-01-27
usp00090s8,3.6,-71.499,-36.15,1999-01-07
usp0009095,4.0,-72.034,-37.206,1998-12-28
usp0009071,5.6,-74.849,-40.746,1998-12-26
usp000903a,4.4,-70.566,-36.888,1998-12-24
usp0008zwr,3.5,-71.785,-36.377,1998-12-20
usp0008zmf,6.0,-71.033,-38.214,1998-12-14
usp0008ywc,4.2,-73.938,-42.22,1998-11-29
usp0008ykw,4.4,-74.477,-38.993,1998-11-22
usp0008xf9,3.5,-72.183,-37.034,1998-11-02
usp0008x2t,3.9,-71.732,-36.599,1998-10-26
usp0008wk7,4.2,-71.792,-38.623,1998-10-16
usp0008whr,4.1,-74.258,-37.558,1998-10-15
usp0008wgp,4.4,-73.396,-41.736,1998-10-14
usp0008w3p,4.6,-71.263,-40.005,1998-10-06
usp0008uv4,4.1,-72.189,-36.31,1998-09-13
usp0008ugw,3.8,-72.308,-36.204,1998-09-06
usp0008tr3,3.3,-71.376,-36.63,1998-08-23
usp0008s9c,3.4,-72.046,-36.331,1998-07-28
usp0008s5r,4.4,-72.614,-36.047,1998-07-25
usp0008s57,4.4,-71.998,-36.195,1998-07-25
usp0008rwy,3.5,-71.745,-36.215,1998-07-20
usp0008rcv,2.7,-71.389,-36.222,1998-07-12
usp0008r5b,4.7,-73.094,-36.837,1998-07-08
usp0008qsh,2.9,-71.96,-36.789,1998-07-01
usp0008qs9,3.0,-70.547,-36.106,1998-07-01
usp0008qmt,4.5,-73.785,-38.236,1998-06-28
usp0008q8h,3.3,-74.594,-37.503,1998-06-21
usp0008q3e,4.7,-74.88,-39.921,1998-06-18
usp0008peg,5.3,-73.199,-36.562,1998-06-06
usp0008p7y,3.9,-74.019,-36.858,1998-06-03
usp0008n2s,4.8,-73.06,-37.781,1998-05-14
usp0008mz7,3.6,-71.808,-36.039,1998-05-13
usp0008mjt,4.0,-72.029,-36.34,1998-05-06
usp0008m7n,3.4,-72.27,-36.391,1998-05-01
usp0008ksp,4.7,-73.514,-37.816,1998-04-22
usp0008jj2,4.7,-74.871,-39.833,1998-04-04
usp0008jhw,4.7,-74.895,-39.746,1998-04-04
usp0008jf9,4.8,-74.863,-40.086,1998-04-02
usp0008je2,4.1,-71.476,-37.188,1998-04-02
usp0008jdq,6.7,-74.874,-40.316,1998-04-01
usp0008hya,3.8,-72.552,-37.062,1998-03-24
usp0008hg6,3.6,-72.983,-36.301,1998-03-14
usp0008faa,4.3,-72.807,-36.339,1998-02-01
usp0008era,3.2,-70.534,-36.118,1998-01-21
usp0008d4g,4.4,-73.07,-37.971,1997-12-24
usp0008cv1,5.2,-73.039,-41.819,1997-12-18
usp0008cfm,3.6,-70.496,-37.517,1997-12-11
usp0008c52,3.5,-74.943,-37.531,1997-12-07
usp00089aq,4.9,-70.302,-36.31,1997-10-19
usp00087sr,4.3,-72.391,-37.054,1997-09-20
usp00086yf,4.1,-73.337,-36.26,1997-08-31
usp00082a1,3.7,-71.474,-37.947,1997-05-14
usp0007wt3,3.6,-70.745,-37.586,1997-02-05
usp0007wfy,3.8,-71.316,-36.56,1997-01-29
usp0007vjk,3.9,-71.883,-36.157,1997-01-06
usp0007r3u,3.1,-70.432,-36.233,1996-10-08
usp0007nkf,5.2,-73.587,-42.547,1996-08-14
usp0007nf8,3.9,-71.351,-36.143,1996-08-12
usp0007m5t,3.5,-71.608,-36.586,1996-07-17
usp0007gv0,4.8,-71.143,-36.202,1996-05-02
usp0007gmp,4.5,-71.529,-37.31,1996-04-26
usp0007fyy,4.4,-71.67,-36.511,1996-04-09
usp0007fc8,3.9,-70.331,-38.757,1996-03-27
usp0007emc,5.4,-71.888,-42.184,1996-03-11
usp0007ct0,4.6,-72.04,-36.159,1996-02-12
usp00079z6,4.2,-72.024,-40.6,1996-01-01
usp000795c,4.0,-70.728,-36.49,1995-12-17
usp000794t,4.3,-72.992,-36.623,1995-12-17
usp00078zx,4.2,-72.506,-38.524,1995-12-14
usp00078c0,4.8,-73.727,-36.962,1995-12-05
usp00077p1,3.8,-73.206,-36.498,1995-11-28
usp00076wt,4.1,-72.64,-36.672,1995-11-15
usp00076je,3.6,-70.644,-36.528,1995-11-09
usp000750u,4.0,-73.057,-38.446,1995-10-12
usp000742j,3.4,-71.641,-36.002,1995-09-27
usp00072xb,4.5,-72.118,-40.418,1995-09-05
usp00072m5,3.9,-70.81,-36.897,1995-08-29
usp00072ba,4.1,-71.529,-39.218,1995-08-24
usp00070fj,3.8,-71.253,-36.977,1995-07-11
usp00070eu,4.3,-71.327,-36.407,1995-07-10
usp0006xbq,4.4,-74.584,-36.059,1995-05-14
usp0006wtv,4.4,-68.22,-37.305,1995-05-04
usp0006vx0,4.3,-72.918,-36.361,1995-04-19
usp0006uwb,4.3,-73.562,-36.649,1995-03-29
usp0006um3,5.5,-72.964,-36.272,1995-03-23
usp0006ukq,4.6,-73.855,-36.522,1995-03-23
usp0006uk7,5.5,-72.956,-36.267,1995-03-22
usp0006u5y,5.1,-73.368,-37.913,1995-03-14
usp0006u0q,4.3,-73.293,-36.18,1995-03-10
usp0006t7x,4.4,-72.468,-39.736,1995-02-20
usp0006s06,4.4,-73.042,-37.347,1995-01-28
usp0006qrk,4.9,-71.037,-41.625,1995-01-02
usp0006q8c,4.5,-74.042,-39.346,1994-12-20
usp0006pyn,4.4,-71.82,-39.223,1994-12-12
usp0006nt5,4.3,-72.259,-36.093,1994-11-17
usp0006md0,6.0,-70.811,-39.187,1994-10-20
usp0006hhx,4.2,-72.616,-36.596,1994-08-26
usp0006c16,3.8,-69.218,-36.128,1994-05-04
usp0006bse,5.6,-74.756,-39.312,1994-04-28
usp00069md,4.6,-73.305,-37.465,1994-03-12
usp000686r,5.0,-73.568,-37.829,1994-02-08
usp00065p8,4.2,-70.037,-36.175,1993-12-26
usp00063e1,4.5,-70.67,-36.389,1993-11-09
usp0005zpy,5.2,-72.743,-41.265,1993-09-03
usp0005r1a,4.9,-73.338,-36.581,1993-04-11
usp0005qvq,4.8,-73.442,-36.816,1993-04-08
usp0005pnc,5.6,-74.939,-37.691,1993-03-17
usp0005p6y,5.3,-73.247,-39.892,1993-03-09
usp0005nqz,5.1,-71.546,-39.075,1993-02-27
usp0005h7p,4.4,-72.025,-38.152,1992-11-22
usp0005g3g,4.0,-71.952,-36.356,1992-10-30
usp0005et3,5.5,-74.911,-39.035,1992-10-01
usp00058kk,4.3,-72.665,-36.219,1992-06-02
usp00056bn,4.0,-71.18,-36.608,1992-04-24
usp00055yd,4.5,-72.166,-40.137,1992-04-18
usp0005437,4.2,-71.583,-36.081,1992-03-10
usp00052pe,5.2,-74.518,-40.416,1992-02-06
usp00051z0,4.2,-74.123,-36.242,1992-01-19
usp000514d,4.3,-71.436,-36.008,1991-12-29
usp0004ywr,4.2,-74.003,-36.387,1991-11-07
usp0004vv8,4.7,-70.597,-38.047,1991-08-25
usp0004uuy,4.7,-72.123,-40.475,1991-08-01
usp0004uuv,4.4,-71.872,-37.1,1991-07-31
usp0004sep,5.6,-74.801,-40.022,1991-06-03
usp0004s5z,4.9,-72.789,-40.116,1991-05-28
usp0004rt2,5.4,-74.786,-39.972,1991-05-18
usp0004rrv,5.2,-70.591,-36.573,1991-05-17
usp0004pfq,4.8,-72.959,-38.07,1991-03-24
usp0004p40,4.6,-70.851,-36.037,1991-03-16
usp0004na5,4.3,-74.122,-36.081,1991-02-23
usp0004n7h,4.8,-71.037,-37.779,1991-02-21
usp0004mdp,4.9,-72.694,-36.166,1991-02-01
usp0004m1e,5.1,-73.342,-38.219,1991-01-22
usp00048b7,5.7,-73.3,-37.977,1990-04-22
usp00048ac,5.2,-73.334,-36.972,1990-04-22
usp0004892,6.3,-73.303,-36.985,1990-04-21
usp00047e9,4.6,-72.876,-37.802,1990-04-04
usp00047du,5.1,-73.117,-37.881,1990-04-03
usp00044tb,5.0,-74.425,-38.321,1990-01-27
usp0003zqq,4.7,-72.287,-39.771,1989-09-18
usp0003z35,5.4,-71.678,-41.85,1989-08-31
usp0003z0z,4.6,-71.5,-40.881,1989-08-29
usp0003xqb,4.5,-73.027,-38.222,1989-07-26
usp0003wc9,5.6,-74.674,-40.494,1989-06-17
usp0003w2b,4.9,-74.623,-40.048,1989-06-07
usp0003urz,5.1,-73.589,-41.737,1989-05-02
usp0003snm,4.8,-73.441,-42.186,1989-03-06
usp0003s9e,5.3,-71.151,-38.287,1989-02-24
usp0003quu,4.6,-71.402,-38.481,1989-01-13
usp0003qua,4.3,-71.707,-38.682,1989-01-13
usp0003qu3,5.0,-71.473,-38.531,1989-01-13
usp0003q98,4.7,-71.28,-38.304,1988-12-28
usp0003q5s,4.8,-71.472,-38.385,1988-12-25
usp0003q57,4.2,-72.595,-37.877,1988-12-24
usp0003q56,4.6,-71.351,-38.354,1988-12-24
usp0003q38,4.7,-71.729,-38.224,1988-12-22
usp0003q2y,4.2,-72.667,-37.849,1988-12-22
usp0003nqz,4.1,-73.382,-37.127,1988-11-09
usp0003njb,4.3,-73.331,-38.071,1988-11-05
usp0003nja,4.8,-72.808,-37.869,1988-11-05
usp0003muk,4.5,-74.285,-40.311,1988-10-15
usp0003kj2,4.6,-73.938,-37.207,1988-08-31
usp0003k7x,5.0,-73.795,-37.36,1988-08-21
usp0003jwy,5.0,-72.395,-36.467,1988-08-12
usp0003fdj,4.2,-71.55,-36.156,1988-04-26
usp0003dd7,4.8,-73.274,-41.467,1988-02-27
usp0003cym,4.8,-71.198,-39.957,1988-02-11
usp00039q4,4.9,-72.773,-38.388,1987-10-28
usp0003961,5.3,-73.034,-36.367,1987-10-11
usp0003912,5.1,-74.781,-41.168,1987-10-06
usp0003837,3.4,-72.662,-36.504,1987-09-04
usp00037ms,4.2,-70.546,-36.952,1987-08-19
usp000378a,5.4,-73.189,-40.469,1987-08-04
usp000373g,5.2,-72.546,-40.542,1987-07-31
usp000352h,4.4,-74.372,-37.09,1987-05-17
usp00034uk,4.6,-73.228,-37.935,1987-05-09
usp00032gj,4.7,-73.625,-37.433,1987-02-15
usp000325b,5.9,-72.893,-37.75,1987-02-03
usp0003259,5.2,-72.97,-37.769,1987-02-03
usp000324r,4.6,-73.943,-37.273,1987-02-02
usp000321d,3.6,-73.68,-37.704,1987-01-30
usp000314y,4.9,-74.992,-38.654,1986-12-25
usp0003047,4.3,-70.205,-36.303,1986-11-18
usp0002yfh,4.0,-72.774,-37.694,1986-09-28
usp0002xuq,5.4,-71.814,-37.073,1986-09-05
usp0002wau,4.1,-70.658,-36.88,1986-07-21
usp0002w1p,5.1,-74.675,-37.85,1986-07-15
usp0002v5n,5.2,-73.402,-42.049,1986-06-18
usp0002uhk,4.6,-73.692,-36.691,1986-05-28
usp0002tw7,4.4,-71.664,-36.6,1986-05-11
usp0002su6,4.5,-74.956,-37.432,1986-04-11
usp0002s0x,4.6,-74.873,-40.066,1986-03-21
usp0002qxs,4.5,-72.035,-36.322,1986-02-12
usp0002qvq,5.3,-71.304,-36.11,1986-02-09
usp0002pd4,4.4,-74.518,-38.834,1985-12-25
usp0002muv,4.7,-73.111,-37.624,1985-11-16
usp0002mgu,5.3,-74.91,-40.502,1985-11-06
usp0002mc3,4.8,-72.658,-38.888,1985-11-01
usp0002kcm,4.6,-70.781,-39.992,1985-10-02
usp0002k16,4.1,-73.547,-39.602,1985-09-23
usp0002jvg,4.9,-71.411,-39.354,1985-09-18
usp0002hpk,4.4,-73.408,-38.362,1985-08-13
usp0002hms,4.4,-73.59,-38.407,1985-08-12
usp0002hmm,4.5,-73.679,-38.628,1985-08-12
usp0002hmh,4.6,-73.639,-38.335,1985-08-12
usp0002hmc,6.2,-73.495,-38.378,1985-08-12
usp0002hgg,4.5,-74.342,-36.096,1985-08-08
usp0002hdh,4.6,-73.752,-39.691,1985-08-05
usp0002g0j,4.7,-73.108,-36.554,1985-06-20
usp0002fus,5.4,-74.953,-40.767,1985-06-14
usp0002fss,5.0,-72.339,-36.536,1985-06-13
usp0002fk6,4.0,-73.086,-37.494,1985-06-06
usp0002fjh,4.2,-73.317,-37.92,1985-06-05
usp0002ff0,4.5,-73.603,-37.769,1985-06-02
usp0002few,5.9,-73.653,-37.728,1985-06-02
usp0002f3t,4.5,-73.141,-36.264,1985-05-23
usp0002dnu,4.5,-72.101,-38.26,1985-04-10
usp0002dmm,4.3,-70.995,-36.996,1985-04-09
usp0002cer,3.7,-73.869,-41.671,1985-03-04
usp00029w5,4.0,-73.148,-38.535,1984-12-08
usp00029sy,5.2,-73.594,-37.706,1984-12-05
usp00029mv,4.6,-71.411,-40.439,1984-11-30
usp00028fb,4.2,-72.956,-39.874,1984-10-24
usp00028b0,4.3,-71.95,-40.358,1984-10-20
usp00027c9,4.4,-73.616,-37.126,1984-09-13
usp00023g1,4.4,-72.309,-39.087,1984-04-12
usp00022xz,4.5,-72.226,-38.762,1984-03-24
usp0002268,5.2,-72.474,-36.112,1984-02-22
usp00020rm,5.4,-73.406,-37.761,1983-12-23
usp00020pn,5.2,-74.527,-38.227,1983-12-21
usp0001ze4,5.1,-74.864,-40.241,1983-10-30
usp0001ybf,5.4,-73.098,-36.424,1983-09-14
usp0001x7y,4.6,-71.576,-36.081,1983-07-31
usp0001vew,4.7,-74.651,-40.696,1983-05-17
usp0001v6h,6.0,-74.909,-40.93,1983-05-09
usp0001ude,5.9,-74.531,-39.723,1983-04-13
usp0001tdc,5.1,-72.952,-36.804,1983-03-01
usp0001sed,5.0,-72.308,-40.948,1983-01-20
usp0001r4m,4.8,-70.88,-36.505,1982-11-26
usp0001qx4,3.8,-73.583,-36.871,1982-11-14
usp0001nuz,5.0,-73.011,-37.628,1982-08-05
usp0001mmm,5.4,-70.341,-42.874,1982-06-01
usp0001m13,4.9,-73.79,-37.811,1982-04-30
usp0001kkr,4.8,-72.422,-36.817,1982-04-08
usp0001jj5,4.8,-73.312,-37.479,1982-02-09
usp0001jj0,5.1,-73.393,-37.339,1982-02-09
usp0001heb,5.2,-71.361,-36.284,1981-12-15
usp0001h5x,4.5,-70.506,-36.495,1981-11-28
usp0001gmf,4.5,-73.164,-37.571,1981-10-23
usp0001fzd,5.6,-74.808,-39.081,1981-09-19
usp0001f1p,4.6,-70.842,-37.094,1981-07-31
usp0001ez3,5.5,-73.204,-41.574,1981-07-28
usp0001es0,4.6,-73.425,-37.411,1981-07-17
usp0001ekj,4.4,-73.018,-36.518,1981-07-09
usp0001bu3,5.0,-73.046,-38.219,1981-01-20
usp0001bu2,5.1,-73.205,-38.27,1981-01-20
usp0001bg6,5.2,-73.045,-36.424,1980-12-27
usp00019kk,5.4,-73.103,-39.664,1980-08-29
usp0001838,4.9,-73.067,-38.248,1980-06-10
usp00017sk,4.6,-73.322,-38.064,1980-05-29
usp0001757,4.9,-73.739,-37.741,1980-05-10
usp000174q,4.8,-73.548,-37.922,1980-05-10
usp0001746,4.9,-73.659,-37.926,1980-05-09
usp00016b6,5.2,-73.496,-37.93,1980-03-29
usp00015a3,4.8,-73.136,-37.19,1980-02-03
usp00014qe,5.6,-71.341,-36.003,1979-12-26
