id,mag,longitude,latitude,date,Days since last eruption,vei,was_erupted,volcano_latitude,volcano_longitude
usp0007m5t,3.5,-71.608,-36.586,1996-07-17,156,,0.0,,
usp0007nf8,3.9,-71.351,-36.143,1996-08-12,182,,0.0,,
usp0007nkf,5.2,-73.587,-42.547,1996-08-14,184,,0.0,,
usp0007r3u,3.1,-70.432,-36.233000000000004,1996-10-08,239,1.0,1.0,-39.42,-71.93
usp0007vjk,3.9,-71.883,-36.157,1997-01-06,90,,0.0,,
usp0007wfy,3.8,-71.316,-36.56,1997-01-29,113,,0.0,,
usp0007wt3,3.6,-70.745,-37.586,1997-02-05,120,,0.0,,
usp00082a1,3.7,-71.47399999999999,-37.946999999999996,1997-05-14,218,,0.0,,
usp00086yf,4.1,-73.337,-36.26,1997-08-31,327,,0.0,,
usp00087sr,4.3,-72.391,-37.054,1997-09-20,347,,0.0,,
usp00089aq,4.9,-70.30199999999999,-36.31,1997-10-19,376,,0.0,,
usp0008c52,3.5,-74.943,-37.531,1997-12-07,425,,0.0,,
usp0008cfm,3.6,-70.49600000000001,-37.516999999999996,1997-12-11,429,,0.0,,
usp0008cv1,5.2,-73.039,-41.818999999999996,1997-12-18,436,,0.0,,
usp0008d4g,4.4,-73.07,-37.971,1997-12-24,442,,0.0,,
usp0008era,3.2,-70.53399999999999,-36.118,1998-01-21,470,,0.0,,
usp0008faa,4.3,-72.807,-36.339,1998-02-01,481,,0.0,,
usp0008hg6,3.6,-72.983,-36.301,1998-03-14,522,1.0,1.0,-39.42,-71.93
usp0008hya,3.8,-72.55199999999999,-37.062,1998-03-24,10,1.0,1.0,-39.42,-71.93
usp0008jdq,6.7,-74.874,-40.316,1998-04-01,8,,0.0,,
usp0008jf9,4.8,-74.863,-40.086,1998-04-02,9,,0.0,,
usp0008je2,4.1,-71.476,-37.188,1998-04-02,9,,0.0,,
usp0008jj2,4.7,-74.87100000000001,-39.833,1998-04-04,11,,0.0,,
usp0008jhw,4.7,-74.895,-39.746,1998-04-04,11,,0.0,,
usp0008ksp,4.7,-73.514,-37.816,1998-04-22,29,,0.0,,
usp0008m7n,3.4,-72.27,-36.391,1998-05-01,38,,0.0,,
usp0008mjt,4.0,-72.029,-36.34,1998-05-06,43,,0.0,,
usp0008mz7,3.6,-71.808,-36.039,1998-05-13,50,,0.0,,
usp0008n2s,4.8,-73.06,-37.781,1998-05-14,51,,0.0,,
usp0008p7y,3.9,-74.01899999999999,-36.858000000000004,1998-06-03,71,,0.0,,
usp0008peg,5.3,-73.199,-36.562,1998-06-06,74,,0.0,,
usp0008q3e,4.7,-74.88,-39.921,1998-06-18,86,,0.0,,
usp0008q8h,3.3,-74.594,-37.503,1998-06-21,89,,0.0,,
usp0008qmt,4.5,-73.785,-38.236,1998-06-28,96,,0.0,,
usp0008qs9,3.0,-70.547,-36.106,1998-07-01,99,,0.0,,
usp0008qsh,2.9,-71.96,-36.789,1998-07-01,99,,0.0,,
usp0008r5b,4.7,-73.094,-36.836999999999996,1998-07-08,106,,0.0,,
usp0008rcv,2.7,-71.389,-36.222,1998-07-12,110,,0.0,,
usp0008rwy,3.5,-71.745,-36.215,1998-07-20,118,,0.0,,
usp0008s57,4.4,-71.998,-36.195,1998-07-25,123,,0.0,,
usp0008s5r,4.4,-72.61399999999999,-36.047,1998-07-25,123,,0.0,,
usp0008s9c,3.4,-72.046,-36.330999999999996,1998-07-28,126,,0.0,,
usp0008tr3,3.3,-71.376,-36.63,1998-08-23,152,,0.0,,
usp0008ugw,3.8,-72.308,-36.204,1998-09-06,166,,0.0,,
usp0008uv4,4.1,-72.189,-36.31,1998-09-13,173,,0.0,,
usp0008w3p,4.6,-71.263,-40.005,1998-10-06,196,,0.0,,
usp0008wgp,4.4,-73.396,-41.736000000000004,1998-10-14,204,,0.0,,
usp0008whr,4.1,-74.258,-37.558,1998-10-15,205,,0.0,,
usp0008wk7,4.2,-71.792,-38.623000000000005,1998-10-16,206,,0.0,,
usp0008x2t,3.9,-71.732,-36.599000000000004,1998-10-26,216,,0.0,,
usp0008xf9,3.5,-72.183,-37.034,1998-11-02,223,,0.0,,
usp0008ykw,4.4,-74.477,-38.993,1998-11-22,243,,0.0,,
usp0008ywc,4.2,-73.938,-42.22,1998-11-29,250,,0.0,,
usp0008zmf,6.0,-71.033,-38.214,1998-12-14,265,,0.0,,
usp0008zwr,3.5,-71.785,-36.376999999999995,1998-12-20,271,,0.0,,
usp000903a,4.4,-70.566,-36.888000000000005,1998-12-24,275,,0.0,,
usp0009071,5.6,-74.84899999999999,-40.746,1998-12-26,277,,0.0,,
usp0009095,4.0,-72.03399999999999,-37.205999999999996,1998-12-28,279,,0.0,,
usp00090s8,3.6,-71.499,-36.15,1999-01-07,289,,0.0,,
usp00091tr,4.5,-71.938,-40.466,1999-01-27,309,,0.0,,
usp000935s,4.8,-74.896,-38.943000000000005,1999-02-21,334,,0.0,,
usp0009597,5.5,-71.747,-40.045,1999-03-27,368,,0.0,,
usp0009683,4.4,-73.348,-40.951,1999-04-13,385,,0.0,,
usp0009692,4.7,-70.71600000000001,-39.617,1999-04-14,386,,0.0,,
usp00096d3,4.3,-71.92,-37.396,1999-04-16,388,,0.0,,
usp00096jc,3.7,-71.571,-36.775999999999996,1999-04-19,391,,0.0,,
usp00096qc,3.5,-71.259,-36.434,1999-04-22,394,,0.0,,
usp00097x0,4.7,-73.612,-36.828,1999-05-14,416,,0.0,,
usp000981a,2.8,-71.47800000000001,-36.124,1999-05-15,417,,0.0,,
usp00098ga,5.3,-70.476,-36.783,1999-05-22,424,,0.0,,
usp00098ma,3.8,-71.329,-36.927,1999-05-23,425,,0.0,,
usp00099k0,4.3,-71.19800000000001,-36.058,1999-06-09,442,,0.0,,
usp0009ajk,4.4,-71.939,-37.374,1999-06-26,459,,0.0,,
usp0009cak,4.5,-72.85,-36.993,1999-07-30,493,,0.0,,
usp0009ch7,3.5,-72.914,-37.45,1999-08-02,496,,0.0,,
usp0009dfz,6.4,-74.756,-40.509,1999-08-22,516,,0.0,,
usp0009dpk,4.5,-75.0,-40.652,1999-08-26,520,,0.0,,
usp0009e8s,4.9,-74.77600000000001,-40.508,1999-09-10,535,,0.0,,
usp0009f3q,4.4,-70.92,-38.975,1999-09-27,552,,0.0,,
usp0009f96,4.8,-74.584,-39.202,1999-10-01,556,,0.0,,
usp0009h23,3.8,-73.447,-37.992,1999-11-03,589,,0.0,,
usp0009h1q,4.9,-73.525,-37.999,1999-11-03,589,,0.0,,
usp0009h1r,3.7,-73.538,-37.979,1999-11-03,589,,0.0,,
usp0009h1m,3.6,-73.488,-37.99,1999-11-03,589,,0.0,,
usp0009h1k,5.2,-73.53,-38.075,1999-11-03,589,,0.0,,
usp0009h1j,4.1,-73.58800000000001,-38.082,1999-11-03,589,,0.0,,
usp0009h1f,5.4,-73.376,-38.025,1999-11-03,589,,0.0,,
usp0009hnm,4.8,-72.317,-38.082,1999-11-15,601,,0.0,,
usp0009hqd,4.2,-73.602,-36.525999999999996,1999-11-16,602,,0.0,,
usp0009htp,4.5,-72.654,-37.022,1999-11-18,604,,0.0,,
usp0009hts,4.3,-73.544,-36.829,1999-11-18,604,,0.0,,
usp0009hwk,4.3,-73.858,-37.918,1999-11-20,606,,0.0,,
usp0009hyc,4.6,-73.46,-37.985,1999-11-21,607,,0.0,,
usp0009hy5,4.0,-72.631,-36.492,1999-11-21,607,,0.0,,
usp0009hxc,5.1,-73.56,-37.933,1999-11-21,607,,0.0,,
usp0009hxb,4.8,-73.692,-37.927,1999-11-21,607,,0.0,,
usp0009j34,4.0,-72.791,-36.376999999999995,1999-11-25,611,,0.0,,
usp0009k2t,4.9,-73.226,-36.898,1999-12-20,636,,0.0,,
usp0009k31,4.4,-73.082,-36.897,1999-12-20,636,,0.0,,
usp0009k6c,4.4,-73.134,-36.849000000000004,1999-12-23,639,,0.0,,
usp0009k9e,4.7,-73.567,-37.87,1999-12-25,641,,0.0,,
usp0009kyf,4.3,-73.433,-37.893,2000-01-09,656,,0.0,,
usp0009mgp,3.4,-73.365,-40.44,2000-01-22,669,,0.0,,
usp0009mj2,3.8,-73.57300000000001,-36.561,2000-01-23,670,,0.0,,
usp0009nda,4.3,-74.837,-38.818000000000005,2000-02-13,691,,0.0,,
usp0009p5x,4.2,-74.9,-37.797,2000-03-02,709,,0.0,,
usp0009qv8,4.7,-71.403,-40.559,2000-04-05,743,,0.0,,
usp0009sav,3.3,-72.14,-36.330999999999996,2000-05-03,771,,0.0,,
usp0009sf1,3.2,-72.082,-36.361,2000-05-05,773,,0.0,,
usp0009t5s,3.6,-72.421,-37.286,2000-05-19,787,,0.0,,
usp0009t9t,3.9,-71.70100000000001,-37.684,2000-05-21,789,,0.0,,
usp0009x8n,5.0,-73.52199999999999,-37.238,2000-07-27,856,,0.0,,
usp0009x8p,4.3,-72.807,-37.09,2000-07-27,856,,0.0,,
usp0009xqd,3.8,-73.878,-37.139,2000-08-03,863,,0.0,,
usp0009y7f,2.6,-70.91,-36.326,2000-08-10,870,,0.0,,
usp0009ydd,4.0,-72.604,-36.34,2000-08-13,873,,0.0,,
usp000a0kc,3.7,-71.86399999999999,-39.021,2000-09-20,911,,0.0,,
usp000a28v,4.0,-70.47800000000001,-36.691,2000-10-23,944,,0.0,,
usp000a2bb,3.5,-71.683,-36.019,2000-10-24,945,,0.0,,
usp000a2a7,4.2,-72.881,-39.35,2000-10-24,945,,0.0,,
usp000a2z4,3.7,-71.455,-36.135,2000-11-05,957,,0.0,,
usp000a3g2,3.8,-72.175,-36.047,2000-11-12,964,,0.0,,
usp000a3h5,4.3,-74.63,-36.58,2000-11-13,965,,0.0,,
usp000a4fy,3.3,-71.633,-36.538000000000004,2000-11-20,972,,0.0,,
usp000a4qq,3.0,-71.2,-36.122,2000-11-23,975,,0.0,,
usp000a5a6,3.6,-71.264,-36.083,2000-12-01,983,,0.0,,
usp000a6e0,6.5,-74.66199999999999,-39.008,2000-12-20,1002,,0.0,,
usp000a76v,4.2,-71.781,-40.510999999999996,2001-01-06,1019,,0.0,,
usp000a78b,4.0,-71.551,-37.1,2001-01-07,1020,,0.0,,
usp000a8tm,4.9,-71.207,-36.417,2001-02-01,1045,,0.0,,
usp000a8vk,3.8,-71.194,-36.364000000000004,2001-02-01,1045,,0.0,,
usp000a8wb,3.9,-71.28,-36.324,2001-02-02,1046,,0.0,,
usp000a951,4.9,-74.75,-38.907,2001-02-06,1050,,0.0,,
usp000a96z,4.2,-71.779,-36.984,2001-02-07,1051,,0.0,,
usp000a9da,4.8,-74.77199999999999,-38.677,2001-02-10,1054,,0.0,,
usp000aatm,4.7,-74.753,-38.788000000000004,2001-03-03,1075,,0.0,,
usp000aaud,5.9,-74.555,-38.766,2001-03-03,1075,,0.0,,
usp000aaum,4.7,-74.852,-38.995,2001-03-03,1075,,0.0,,
usp000abrh,4.8,-70.839,-37.393,2001-03-19,1091,,0.0,,
usp000aczv,3.8,-71.53,-37.565,2001-04-10,1113,,0.0,,
usp000ad4v,4.1,-73.862,-36.644,2001-04-13,1116,,0.0,,
usp000adb8,4.2,-72.04899999999999,-36.365,2001-04-16,1119,,0.0,,
usp000adfn,4.6,-73.36399999999999,-37.174,2001-04-18,1121,,0.0,,
usp000aeh6,4.3,-72.024,-36.113,2001-05-06,1139,,0.0,,
usp000aenn,4.1,-71.858,-36.05,2001-05-09,1142,,0.0,,
usp000aevz,3.9,-71.309,-36.221,2001-05-13,1146,,0.0,,
usp000af1s,5.0,-73.3,-38.639,2001-05-17,1150,,0.0,,
usp000ag4u,3.6,-71.232,-36.483000000000004,2001-06-05,1169,,0.0,,
usp000ahp0,3.3,-71.025,-37.146,2001-06-29,1193,,0.0,,
usp000ampn,3.3,-71.208,-37.277,2001-08-19,1244,,0.0,,
usp000aptr,3.4,-71.888,-36.678000000000004,2001-09-26,1282,,0.0,,
usp000aq4m,3.4,-71.057,-36.139,2001-10-02,1288,,0.0,,
usp000aq7k,3.6,-72.26899999999999,-37.203,2001-10-04,1290,,0.0,,
usp000aqju,3.6,-72.59899999999999,-36.493,2001-10-09,1295,,0.0,,
usp000ar2x,3.9,-72.65100000000001,-40.033,2001-10-17,1303,,0.0,,
usp000ar86,4.2,-72.063,-37.161,2001-10-19,1305,,0.0,,
usp000arj7,4.5,-73.781,-36.86,2001-10-24,1310,,0.0,,
usp000arje,4.2,-74.907,-37.46,2001-10-24,1310,,0.0,,
usp000as49,5.1,-71.65100000000001,-36.248000000000005,2001-11-03,1320,,0.0,,
usp000asw9,3.9,-71.554,-36.336,2001-11-14,1331,,0.0,,
usp000asw7,3.8,-71.48899999999999,-36.264,2001-11-14,1331,,0.0,,
usp000asw4,3.7,-71.51100000000001,-36.363,2001-11-14,1331,,0.0,,
usp000asvd,4.5,-71.4,-36.275,2001-11-14,1331,,0.0,,
usp000asve,4.3,-71.286,-36.284,2001-11-14,1331,,0.0,,
usp000at3b,4.2,-72.624,-36.404,2001-11-18,1335,,0.0,,
usp000at89,3.8,-71.512,-36.721,2001-11-21,1338,,0.0,,
usp000at8u,3.4,-72.059,-36.075,2001-11-21,1338,,0.0,,
usp000aube,3.7,-71.354,-36.077,2001-12-09,1356,,0.0,,
usp000auj9,3.9,-71.311,-36.37,2001-12-13,1360,,0.0,,
usp000auj8,4.3,-71.125,-36.457,2001-12-13,1360,,0.0,,
usp000auq6,4.3,-73.146,-36.144,2001-12-16,1363,,0.0,,
usp000aus9,4.0,-73.54,-36.085,2001-12-17,1364,,0.0,,
usp000auv8,2.6,-71.266,-36.289,2001-12-18,1365,,0.0,,
usp000av25,3.7,-71.195,-36.433,2001-12-22,1369,,0.0,,
usp000av26,3.8,-71.331,-36.348,2001-12-22,1369,,0.0,,
usp000av5p,3.7,-71.118,-36.326,2001-12-24,1371,,0.0,,
usp000av98,2.7,-73.264,-36.792,2001-12-25,1372,,0.0,,
usp000avpc,4.3,-73.278,-37.699,2002-01-02,1380,,0.0,,
usp000avu4,4.3,-74.245,-37.375,2002-01-04,1382,,0.0,,
usp000avv0,3.8,-71.634,-37.13,2002-01-05,1383,,0.0,,
usp000avy2,3.9,-72.991,-36.446999999999996,2002-01-06,1384,,0.0,,
usp000ax0f,3.7,-71.446,-36.033,2002-01-23,1401,,0.0,,
usp000ax4d,4.2,-71.475,-36.141999999999996,2002-01-25,1403,,0.0,,
usp000axju,4.3,-73.555,-36.798,2002-02-01,1410,,0.0,,
usp000axm3,3.6,-71.304,-36.656,2002-02-02,1411,,0.0,,
usp000axrm,3.8,-73.043,-36.482,2002-02-04,1413,,0.0,,
usp000ay23,4.1,-72.051,-39.983000000000004,2002-02-09,1418,,0.0,,
usp000ay2h,3.6,-71.568,-36.056,2002-02-09,1418,,0.0,,
usp000ayuk,3.9,-70.836,-37.426,2002-02-20,1429,,0.0,,
usp000az8z,3.2,-71.593,-36.036,2002-02-27,1436,,0.0,,
usp000azdu,3.8,-72.2,-37.38,2002-03-01,1438,,0.0,,
usp000b00v,3.8,-72.809,-36.617,2002-03-10,1447,,0.0,,
usp000b0kk,3.4,-71.786,-36.376,2002-03-18,1455,,0.0,,
usp000b0zk,3.9,-71.024,-37.601,2002-03-25,1462,,0.0,,
usp000b1kq,3.3,-71.283,-36.319,2002-04-02,1470,,0.0,,
usp000b1pj,3.7,-71.28699999999999,-36.198,2002-04-04,1472,,0.0,,
usp000b1yu,4.7,-70.49,-36.924,2002-04-08,1476,,0.0,,
usp000b27z,4.3,-72.608,-39.049,2002-04-12,1480,,0.0,,
usp000b2cx,4.8,-73.875,-37.562,2002-04-14,1482,,0.0,,
usp000b3ay,4.3,-70.972,-37.275999999999996,2002-04-28,1496,,0.0,,
usp000b3gg,3.5,-71.328,-36.584,2002-04-30,1498,,0.0,,
usp000b3r9,4.3,-72.72,-38.306999999999995,2002-05-04,1502,,0.0,,
usp000b57j,3.8,-71.902,-36.957,2002-05-30,1528,,0.0,,
usp000b5ah,4.2,-74.10300000000001,-36.747,2002-05-31,1529,,0.0,,
usp000b5se,4.2,-72.417,-37.643,2002-06-08,1537,,0.0,,
usp000b6f0,4.1,-74.896,-38.943000000000005,2002-06-19,1548,,0.0,,
usp000b6t3,3.6,-71.788,-36.175,2002-06-23,1552,,0.0,,
usp000b834,3.5,-71.697,-36.396,2002-07-14,1573,,0.0,,
usp000b8w3,3.8,-72.507,-37.4,2002-07-27,1586,,0.0,,
usp000b8xf,3.9,-72.68,-36.692,2002-07-28,1587,,0.0,,
usp000ba70,3.6,-71.479,-36.496,2002-08-19,1609,,0.0,,
usp000ba7s,3.1,-71.336,-36.143,2002-08-19,1609,,0.0,,
usp000ba9k,3.6,-71.619,-36.746,2002-08-20,1610,,0.0,,
usp000ba8p,3.9,-72.462,-36.222,2002-08-20,1610,,0.0,,
usp000baxv,3.9,-72.215,-36.455999999999996,2002-08-30,1620,,0.0,,
usp000bbn2,3.4,-70.452,-36.058,2002-09-08,1629,,0.0,,
usp000bbzd,3.7,-72.622,-36.056999999999995,2002-09-11,1632,,0.0,,
usp000bccu,3.4,-73.014,-36.484,2002-09-16,1637,,0.0,,
usp000bcfa,3.6,-71.514,-36.131,2002-09-17,1638,,0.0,,
usp000bcmc,4.0,-73.898,-36.189,2002-09-19,1640,,0.0,,
usp000begs,4.2,-72.758,-36.434,2002-10-14,1665,,0.0,,
usp000bfcu,3.5,-72.10300000000001,-37.312,2002-10-26,1677,,0.0,,
usp000bfq4,3.4,-72.027,-37.037,2002-10-31,1682,,0.0,,
usp000bfrm,5.2,-74.71600000000001,-40.098,2002-10-31,1682,,0.0,,
usp000bjhg,3.7,-72.54899999999999,-36.054,2002-11-27,1709,,0.0,,
usp000bk1q,3.8,-71.789,-36.828,2002-12-03,1715,,0.0,,
usp000bkax,3.3,-71.405,-36.141,2002-12-08,1720,,0.0,,
usp000bky0,4.5,-72.219,-38.559,2002-12-18,1730,,0.0,,
usp000bm3c,4.5,-72.131,-38.486999999999995,2002-12-21,1733,,0.0,,
usp000bmar,3.3,-71.348,-38.062,2002-12-24,1736,,0.0,,
usp000bmff,4.1,-70.58800000000001,-36.815,2002-12-26,1738,,0.0,,
usp000bmmc,3.5,-72.316,-37.062,2002-12-28,1740,,0.0,,
usp000bn16,3.5,-73.604,-37.616,2003-01-04,1747,,0.0,,
usp000bn1w,3.0,-71.23100000000001,-36.189,2003-01-04,1747,,0.0,,
usp000bpje,3.7,-72.283,-36.652,2003-01-29,1772,,0.0,,
usp000bqjz,3.0,-71.036,-36.069,2003-02-13,1787,,0.0,,
usp000bqk1,3.5,-71.441,-38.066,2003-02-13,1787,,0.0,,
usp000br4f,3.4,-70.611,-36.108000000000004,2003-02-21,1795,,0.0,,
usp000brq8,3.4,-72.833,-36.497,2003-03-01,1803,,0.0,,
usp000bs35,3.1,-71.008,-36.299,2003-03-06,1808,,0.0,,
usp000bsed,3.6,-71.801,-36.089,2003-03-11,1813,,0.0,,
usp000bt5d,4.4,-73.395,-36.402,2003-03-21,1823,,0.0,,
usp000bu4a,3.6,-72.578,-36.806,2003-04-01,1834,,0.0,,
usp000bu6f,3.2,-71.325,-36.278,2003-04-02,1835,,0.0,,
usp000bub7,2.9,-70.638,-36.223,2003-04-04,1837,,0.0,,
usp000bv89,3.8,-71.632,-36.938,2003-04-15,1848,,0.0,,
usp000bw9d,4.0,-73.11,-37.145,2003-04-30,1863,,0.0,,
usp000bwe9,3.8,-71.334,-36.289,2003-05-02,1865,,0.0,,
usp000bwtw,4.6,-71.334,-40.319,2003-05-08,1871,,0.0,,
usp000bx8s,3.5,-71.373,-36.124,2003-05-15,1878,,0.0,,
usp000byhx,2.9,-72.017,-36.08,2003-05-30,1893,1.0,1.0,-39.42,-71.93
usp000byyy,3.6,-71.898,-36.071,2003-06-03,4,1.0,1.0,-39.42,-71.93
usp000bz7c,3.7,-71.92399999999999,-38.461999999999996,2003-06-06,3,1.0,1.0,-39.42,-71.93
usp000c0xz,4.0,-73.624,-36.537,2003-06-25,19,,0.0,,
usp000c13x,3.0,-73.226,-36.099000000000004,2003-06-27,21,,0.0,,
usp000c256,3.4,-71.057,-37.181999999999995,2003-07-10,34,,0.0,,
usp000c28p,3.4,-71.26100000000001,-37.373000000000005,2003-07-12,36,,0.0,,
usp000c2fj,4.0,-72.729,-36.080999999999996,2003-07-14,38,,0.0,,
usp000c2p5,3.1,-71.786,-36.018,2003-07-16,40,,0.0,,
usp000c2u9,3.2,-71.89399999999999,-37.135999999999996,2003-07-18,42,,0.0,,
usp000c2xn,3.5,-71.391,-36.378,2003-07-20,44,,0.0,,
usp000c3d2,3.8,-71.82600000000001,-36.116,2003-07-26,50,,0.0,,
usp000c3va,4.0,-72.931,-37.554,2003-08-01,56,,0.0,,
usp000c4dm,3.1,-72.506,-36.093,2003-08-08,63,,0.0,,
usp000c5qf,4.2,-72.7,-40.415,2003-08-23,78,,0.0,,
usp000c61c,5.1,-72.443,-39.157,2003-08-27,82,,0.0,,
usp000c6tw,3.4,-71.56,-36.028,2003-09-05,91,,0.0,,
usp000c6wt,2.8,-72.469,-36.195,2003-09-06,92,,0.0,,
usp000c72f,3.6,-72.915,-36.327,2003-09-08,94,,0.0,,
usp000c88y,3.6,-72.532,-36.188,2003-09-22,108,,0.0,,
usp000c8hg,3.9,-72.328,-37.650999999999996,2003-09-24,110,,0.0,,
usp000c8kj,3.5,-71.472,-36.665,2003-09-25,111,,0.0,,
usp000c9g9,3.8,-71.90899999999999,-38.074,2003-10-03,119,,0.0,,
usp000c9qu,3.8,-72.718,-37.711,2003-10-06,122,,0.0,,
usp000ca29,2.9,-71.60300000000001,-36.936,2003-10-10,126,,0.0,,
usp000ca57,3.7,-71.806,-36.958,2003-10-11,127,,0.0,,
usp000cadz,4.1,-73.632,-39.585,2003-10-15,131,,0.0,,
usp000cakr,4.3,-73.48,-37.426,2003-10-17,133,,0.0,,
usp000cb24,3.5,-72.559,-37.564,2003-10-23,139,,0.0,,
usp000cbc5,3.9,-72.388,-39.406,2003-10-27,143,,0.0,,
usp000cbhm,2.7,-71.477,-36.062,2003-10-29,145,,0.0,,
usp000cbt6,3.7,-68.29899999999999,-36.364000000000004,2003-11-01,148,,0.0,,
usp000cc91,3.8,-70.822,-37.731,2003-11-07,154,,0.0,,
usp000ccnr,5.6,-74.868,-40.022,2003-11-12,159,,0.0,,
usp000cctz,3.8,-72.263,-37.751999999999995,2003-11-14,161,,0.0,,
usp000cdm8,3.1,-71.752,-36.033,2003-11-21,168,,0.0,,
usp000ce5q,3.5,-71.67399999999999,-36.388000000000005,2003-11-29,176,,0.0,,
usp000cej4,4.3,-74.527,-37.653,2003-12-05,182,,0.0,,
usp000cfbd,3.4,-71.12899999999999,-36.475,2003-12-15,192,,0.0,,
usp000cfdw,3.2,-71.557,-37.09,2003-12-17,194,,0.0,,
usp000cgjf,3.6,-74.086,-38.029,2003-12-30,207,,0.0,,
usp000cj6s,4.4,-73.582,-37.209,2004-01-18,226,,0.0,,
usp000cn37,3.4,-72.169,-36.086,2004-02-24,263,,0.0,,
usp000cn8u,2.9,-71.221,-36.372,2004-02-25,264,,0.0,,
usp000cp0c,3.4,-71.805,-36.689,2004-03-03,271,,0.0,,
usp000cq5w,3.4,-72.328,-37.29,2004-03-17,285,,0.0,,
usp000cssb,3.6,-72.571,-38.609,2004-04-17,316,,0.0,,
usp000csyp,4.1,-72.497,-36.628,2004-04-20,319,,0.0,,
usp000ctkm,3.3,-72.676,-36.188,2004-04-27,326,,0.0,,
usp000cu2b,4.1,-73.773,-37.861,2004-05-03,332,,0.0,,
usp000cu2n,4.1,-73.914,-37.847,2004-05-03,332,,0.0,,
usp000cu2f,4.0,-73.704,-37.729,2004-05-03,332,,0.0,,
usp000cu2e,4.6,-73.634,-37.788000000000004,2004-05-03,332,,0.0,,
usp000cu2d,3.9,-73.829,-37.818000000000005,2004-05-03,332,,0.0,,
usp000cu2c,4.1,-73.664,-37.694,2004-05-03,332,,0.0,,
usp000cu2a,4.2,-73.643,-37.723,2004-05-03,332,,0.0,,
usp000cu28,4.2,-73.574,-37.796,2004-05-03,332,,0.0,,
usp000cu26,4.1,-73.655,-37.868,2004-05-03,332,,0.0,,
usp000cu23,4.6,-73.48100000000001,-37.657,2004-05-03,332,,0.0,,
usp000cu21,4.3,-73.997,-37.898,2004-05-03,332,,0.0,,
usp000cu20,4.6,-74.139,-40.743,2004-05-03,332,,0.0,,
usp000cu1z,6.6,-73.406,-37.695,2004-05-03,332,,0.0,,
usp000cu2r,3.4,-73.664,-37.889,2004-05-03,332,,0.0,,
usp000cu39,4.2,-73.88,-37.894,2004-05-03,332,,0.0,,
usp000cu48,4.0,-73.749,-37.84,2004-05-04,333,,0.0,,
usp000cu4g,4.2,-73.467,-37.664,2004-05-04,333,,0.0,,
usp000cu4p,3.7,-73.67,-37.909,2004-05-04,333,,0.0,,
usp000cu6g,4.5,-73.942,-37.804,2004-05-04,333,,0.0,,
usp000cu4j,3.4,-71.279,-38.27,2004-05-04,333,,0.0,,
usp000cu86,4.5,-73.63,-37.611999999999995,2004-05-05,334,,0.0,,
usp000cua2,4.1,-73.179,-39.725,2004-05-06,335,,0.0,,
usp000cuty,4.0,-74.12899999999999,-38.071,2004-05-12,341,,0.0,,
usp000cv1j,3.7,-73.435,-37.696999999999996,2004-05-14,343,,0.0,,
usp000cv50,3.6,-73.066,-37.868,2004-05-15,344,,0.0,,
usp000cva2,3.9,-73.703,-37.904,2004-05-17,346,,0.0,,
usp000cvae,4.0,-72.399,-36.766999999999996,2004-05-17,346,,0.0,,
usp000cw3n,4.5,-72.139,-41.03,2004-05-24,353,,0.0,,
usp000cw4t,4.3,-73.785,-37.707,2004-05-25,354,,0.0,,
usp000cx5m,4.5,-74.23,-37.443000000000005,2004-06-05,365,,0.0,,
usp000cx8n,3.5,-71.23,-36.055,2004-06-06,366,,0.0,,
usp000cxac,3.4,-72.65100000000001,-36.309,2004-06-07,367,,0.0,,
usp000cxf7,4.1,-73.295,-36.585,2004-06-08,368,,0.0,,
usp000cxfw,4.1,-72.977,-36.314,2004-06-09,369,,0.0,,
usp000cxyk,6.1,-73.155,-38.854,2004-06-15,375,,0.0,,
usp000cy0q,3.7,-73.156,-38.662,2004-06-16,376,,0.0,,
usp000cye5,4.5,-73.96300000000001,-41.937,2004-06-21,381,,0.0,,
usp000cz49,3.9,-71.855,-36.841,2004-06-29,389,,0.0,,
usp000czha,4.7,-73.704,-41.474,2004-07-04,394,,0.0,,
usp000d1hj,3.6,-74.294,-38.658,2004-08-05,426,1.0,1.0,-39.42,-71.93
usp000d1mc,2.9,-71.392,-36.885999999999996,2004-08-06,1,1.0,1.0,-39.42,-71.93
usp000d23p,3.0,-73.44800000000001,-36.916,2004-08-14,8,1.0,1.0,-39.42,-71.93
usp000d27g,3.5,-71.99,-36.141,2004-08-15,1,1.0,1.0,-39.42,-71.93
usp000d2c7,3.4,-73.0,-36.361,2004-08-18,3,1.0,1.0,-39.42,-71.93
usp000d2hg,4.2,-68.627,-36.064,2004-08-20,2,1.0,1.0,-39.42,-71.93
usp000d2kn,4.4,-71.575,-40.336999999999996,2004-08-21,1,1.0,1.0,-39.42,-71.93
usp000d2nq,3.9,-71.118,-40.231,2004-08-22,1,1.0,1.0,-39.42,-71.93
usp000d2pe,3.5,-71.876,-36.116,2004-08-22,0,1.0,1.0,-39.42,-71.93
usp000d2v0,3.0,-71.24600000000001,-36.154,2004-08-25,3,1.0,1.0,-39.42,-71.93
usp000d2u0,3.0,-71.654,-36.021,2004-08-25,0,1.0,1.0,-39.42,-71.93
usp000d41d,5.3,-72.96,-37.927,2004-09-10,16,,0.0,,
usp000d55g,4.0,-72.247,-36.829,2004-09-27,33,,0.0,,
usp000d6nb,3.8,-72.041,-37.604,2004-10-19,55,,0.0,,
