games_played,player_id,season,min,fgm,fga,fg3m,fg3a,ftm,fta,oreb,dreb,reb,ast,stl,blk,turnover,pf,pts,fg_pct,fg3_pct,ft_pct
66,140,2011,38,9.74,19.65,2.02,5.21,6.53,7.59,0.61,7.38,7.98,3.5,1.33,1.17,3.76,2.02,28.03,0.496,0.387,0.86
51,144,2011,19,2.39,5.92,0.69,2.12,0.63,0.78,0.27,1.67,1.94,0.65,0.51,0.2,0.51,1.1,6.1,0.404,0.324,0.8
64,203,2011,24,2.36,5.58,0.0,0.0,1.3,1.59,1.83,5.52,7.34,0.66,0.55,0.38,0.94,2.22,6.02,0.423,0.0,0.814
66,204,2011,30,4.05,8.88,0.83,2.41,2.92,3.52,0.89,2.59,3.48,3.14,0.8,0.62,1.65,1.61,11.85,0.456,0.346,0.832
59,33,2011,30,4.9,10.86,1.81,4.64,2.25,2.69,1.37,3.22,4.59,1.42,0.97,1.02,1.53,1.78,13.86,0.451,0.391,0.836
66,40,2011,29,4.33,10.39,1.62,4.3,1.53,1.95,0.29,2.32,2.61,1.53,0.73,0.08,1.05,1.74,11.82,0.417,0.377,0.783
63,48,2011,23,2.05,4.41,0.0,0.0,1.1,2.27,1.79,4.05,5.84,0.43,0.32,1.83,1.13,2.3,5.19,0.464,0.0,0.483
65,262,2011,22,2.74,6.34,1.82,4.17,0.85,1.02,0.4,2.05,2.45,1.72,0.55,0.23,0.82,1.69,8.14,0.432,0.435,0.833
42,411,2011,21,1.6,3.69,0.74,1.69,0.9,1.02,0.5,2.55,3.05,1.12,0.88,0.4,0.95,1.86,4.83,0.432,0.437,0.884
26,422,2011,9,1.19,3.12,0.12,0.35,0.27,0.38,0.27,1.08,1.35,1.58,0.58,0.08,0.5,0.58,2.77,0.383,0.333,0.7
66,435,2011,33,4.85,10.18,0.77,2.26,2.12,2.8,0.32,2.09,2.41,4.86,1.61,0.56,2.03,2.2,12.59,0.476,0.342,0.757
51,460,2011,15,2.57,5.71,0.06,0.16,0.35,0.67,1.73,3.1,4.82,0.61,0.39,0.67,0.65,2.18,5.55,0.45,0.375,0.529
66,465,2011,27,4.26,11.62,1.05,3.42,2.55,3.23,0.45,3.09,3.55,4.38,0.91,0.3,1.8,1.2,12.11,0.366,0.305,0.789
65,440,2011,25,3.94,8.78,1.28,3.37,2.37,2.85,0.74,1.85,2.58,4.09,0.82,0.12,1.62,1.86,11.52,0.448,0.379,0.832
66,467,2011,36,5.73,13.55,0.05,0.64,4.8,6.09,0.73,3.82,4.55,8.03,1.44,0.86,3.86,2.08,16.3,0.423,0.071,0.789
66,472,2011,35,8.76,19.18,0.94,2.97,5.15,6.26,1.45,3.11,4.56,5.48,1.7,0.32,3.62,2.23,23.61,0.457,0.316,0.823
64,481,2011,26,4.97,12.22,1.3,3.58,3.7,4.56,0.47,1.95,2.42,3.45,0.83,0.28,1.11,1.41,14.94,0.407,0.362,0.812
57,482,2011,26,3.56,8.25,1.02,2.61,2.02,2.56,1.33,3.82,5.16,1.25,0.82,0.32,0.68,1.47,10.16,0.432,0.389,0.788
81,241,2012,28,4.15,7.48,0.06,0.16,1.68,2.31,2.8,4.74,7.54,1.51,1.0,1.36,1.44,3.72,10.04,0.554,0.385,0.727
81,263,2012,22,3.64,6.27,0.0,0.01,0.72,1.28,2.6,4.33,6.94,0.4,0.54,1.27,0.65,3.04,8.0,0.581,0.0,0.558
76,388,2012,34,6.2,13.47,0.03,0.3,2.96,3.95,4.08,7.16,11.24,1.42,0.8,0.41,1.97,2.37,15.38,0.46,0.087,0.75
29,879,2012,15,1.31,3.38,0.1,0.38,0.48,0.83,0.21,1.48,1.69,0.9,0.38,0.24,0.86,1.34,3.21,0.388,0.273,0.583
76,908,2012,26,2.0,5.38,1.5,4.28,0.53,0.63,0.66,3.59,4.25,3.28,1.64,0.33,1.0,1.64,6.03,0.372,0.351,0.833
7,922,2012,7,1.43,2.71,0.0,0.0,0.14,0.14,0.0,1.14,1.14,0.86,0.0,0.0,0.57,1.29,3.0,0.526,0.0,1.0
37,946,2012,14,1.78,4.65,0.81,2.41,0.54,0.62,0.14,0.76,0.89,0.95,0.19,0.11,0.65,0.84,4.92,0.384,0.337,0.87
21,948,2012,14,2.62,6.76,1.05,3.29,0.67,0.95,0.52,3.43,3.95,0.29,0.62,0.71,0.48,1.9,6.95,0.387,0.319,0.7
24,1016,2012,10,0.71,2.21,0.0,0.0,0.33,0.79,1.0,2.33,3.33,0.58,0.29,0.58,0.63,1.17,1.75,0.321,0.0,0.421
79,1036,2012,25,3.7,8.24,1.76,4.2,1.77,2.0,0.51,2.24,2.75,1.71,0.85,0.19,1.3,1.63,10.92,0.449,0.419,0.886
50,1039,2012,32,4.72,9.5,1.14,2.6,2.14,2.32,0.52,2.32,2.84,6.66,0.6,0.1,2.52,1.4,12.72,0.497,0.438,0.922
33,1041,2012,17,1.67,4.88,0.91,2.42,1.06,1.15,0.06,1.06,1.12,1.42,0.58,0.09,0.91,1.67,5.3,0.342,0.375,0.921
78,1043,2012,38,9.46,20.45,1.69,5.22,6.73,8.03,0.85,4.71,5.55,6.01,1.36,0.32,3.68,2.22,27.35,0.463,0.324,0.839
69,1089,2012,30,7.1,14.14,0.03,0.1,3.55,4.35,1.8,8.14,9.94,2.67,0.72,2.65,2.13,1.7,17.78,0.502,0.286,0.817
22,1097,2012,19,2.41,6.0,1.5,4.09,2.05,2.18,0.09,1.36,1.45,2.23,0.55,0.05,1.18,1.14,8.36,0.402,0.367,0.938
77,1168,2012,33,6.18,14.18,1.88,4.96,4.32,5.49,0.58,5.74,6.32,4.81,1.09,0.39,2.78,2.73,18.57,0.436,0.38,0.787
10,1172,2012,11,2.0,5.7,0.8,3.0,0.3,0.4,0.6,2.1,2.7,1.0,0.4,0.1,0.7,1.8,5.1,0.351,0.267,0.75
76,1198,2012,21,3.51,7.57,1.11,3.07,1.24,1.79,1.43,3.33,4.76,0.66,0.39,0.29,0.7,1.63,9.37,0.464,0.361,0.691
79,1242,2012,26,3.56,8.2,1.56,4.19,1.44,1.66,0.24,1.77,2.01,2.51,0.84,0.14,1.29,1.39,10.11,0.434,0.372,0.87
50,1245,2012,21,4.08,9.5,0.32,1.04,1.32,1.54,0.32,1.34,1.66,2.38,0.48,0.1,1.68,1.86,9.8,0.429,0.308,0.857
72,1247,2012,21,3.14,6.64,0.0,0.01,0.92,1.29,1.81,4.17,5.97,0.97,0.69,1.25,0.79,2.67,7.19,0.473,0.0,0.71
75,1249,2012,33,4.43,10.99,1.88,5.49,1.65,2.25,1.35,3.61,4.96,1.49,1.63,0.56,1.31,2.64,12.39,0.403,0.342,0.734
55,1280,2012,19,2.24,6.0,0.84,3.09,0.89,1.27,0.4,2.42,2.82,1.45,0.67,0.25,1.4,1.62,6.2,0.373,0.271,0.7
18,1281,2012,23,3.11,5.17,0.0,0.0,0.94,2.22,1.89,3.39,5.28,0.44,0.89,0.94,0.89,3.56,7.17,0.602,0.0,0.425
12,1286,2012,5,0.08,0.33,0.0,0.0,0.0,0.17,0.42,1.33,1.75,0.33,0.08,0.17,0.33,0.83,0.17,0.25,0.0,0.0
11,1290,2012,17,1.27,4.82,0.09,2.18,0.27,0.55,0.36,2.0,2.36,2.09,0.64,0.09,1.09,1.0,2.91,0.264,0.042,0.5
25,1341,2012,5,0.52,1.72,0.2,1.08,0.08,0.12,0.4,0.72,1.12,0.32,0.32,0.16,0.28,1.16,1.32,0.302,0.185,0.667
48,1342,2012,17,0.77,2.5,0.1,0.58,0.35,0.52,0.48,1.33,1.81,3.96,0.83,0.17,1.44,1.96,2.0,0.308,0.179,0.68
69,1343,2012,30,2.64,6.64,0.67,2.36,1.75,2.75,1.0,3.62,4.62,2.62,1.41,0.67,1.59,1.71,7.7,0.397,0.282,0.637
66,1344,2012,18,1.3,3.55,0.59,1.92,0.27,0.39,0.26,1.48,1.74,4.39,0.97,0.21,1.61,1.61,3.47,0.368,0.307,0.692
56,1346,2012,10,1.11,2.43,0.25,0.8,0.68,0.95,0.09,1.41,1.5,0.55,0.25,0.13,0.41,0.8,3.14,0.456,0.311,0.717
38,1348,2012,10,0.24,0.76,0.0,0.0,0.61,0.84,0.58,1.0,1.58,0.21,0.32,0.26,0.47,2.24,1.08,0.31,0.0,0.719
64,1352,2012,31,4.44,8.75,0.55,1.88,2.94,3.91,1.59,4.06,5.66,2.77,1.5,0.97,1.86,1.28,12.36,0.507,0.292,0.752
22,1367,2012,10,0.36,1.23,0.0,0.05,0.0,0.05,0.45,1.86,2.32,0.59,0.23,0.73,0.36,0.86,0.73,0.296,0.0,0.0
22,1368,2012,12,0.77,1.68,0.0,0.0,0.32,0.86,1.05,2.32,3.36,0.41,0.27,0.45,0.36,1.68,1.86,0.459,0.0,0.368
33,1372,2012,28,4.09,10.18,1.73,5.06,0.61,1.0,0.58,3.27,3.85,1.55,1.21,0.45,0.79,1.73,10.52,0.402,0.341,0.606
14,1373,2012,18,1.57,4.36,0.79,2.5,0.71,0.79,0.5,3.0,3.5,0.5,0.71,0.43,0.5,2.07,4.64,0.361,0.314,0.909
2,1376,2012,12,2.0,4.0,0.0,0.0,0.5,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.5,3.5,4.5,0.5,0.0,0.25
72,1378,2012,24,2.11,5.03,1.89,4.39,0.44,0.53,0.51,1.78,2.29,1.0,0.57,0.76,0.47,2.07,6.56,0.42,0.43,0.842
76,1406,2012,29,3.21,8.05,1.3,3.51,1.12,1.45,0.43,2.29,2.72,2.97,0.67,0.33,1.12,1.88,8.84,0.399,0.371,0.773
79,1410,2012,32,6.89,14.43,0.0,0.03,2.44,3.34,2.22,7.54,9.76,2.27,0.84,0.35,2.23,3.03,16.22,0.477,0.0,0.731
60,1412,2012,23,3.82,8.98,1.38,3.92,2.73,3.43,0.5,2.85,3.35,4.57,1.33,0.22,2.2,1.9,11.75,0.425,0.353,0.796
32,1413,2012,15,2.44,6.63,1.22,3.63,0.38,0.41,0.31,0.78,1.09,2.09,0.56,0.09,1.28,1.31,6.47,0.368,0.336,0.923
82,1416,2012,32,4.38,10.0,0.46,1.15,1.17,1.59,0.88,3.56,4.44,2.39,0.59,0.3,1.09,1.05,10.39,0.438,0.404,0.738
38,1418,2012,9,0.42,1.42,0.0,0.05,0.32,0.61,0.68,0.89,1.58,0.37,0.16,0.16,0.45,1.53,1.16,0.296,0.0,0.522
61,1422,2012,13,1.8,2.51,0.0,0.02,0.64,0.95,0.9,2.05,2.95,0.36,0.52,0.46,0.56,2.05,4.25,0.719,0.0,0.672
75,1429,2012,25,3.68,8.32,1.71,3.99,1.4,1.71,0.41,3.47,3.88,1.93,0.52,0.47,1.2,1.8,10.47,0.442,0.428,0.82
29,1433,2012,23,5.31,9.21,0.0,0.0,3.62,4.48,2.07,2.93,5.0,0.45,0.34,0.72,1.72,3.07,14.24,0.577,0.0,0.808
80,1435,2012,24,1.56,3.26,0.0,0.0,1.41,2.78,3.25,7.85,11.1,0.54,0.93,0.16,1.39,2.49,4.54,0.479,0.0,0.509
78,1439,2012,24,3.91,9.23,1.64,4.23,0.96,1.15,0.53,2.33,2.86,1.0,0.65,0.14,0.92,1.78,10.42,0.424,0.388,0.833
16,1441,2012,9,1.25,3.81,0.06,0.31,0.69,1.0,0.81,1.13,1.94,0.38,0.31,0.38,0.56,1.31,3.25,0.328,0.2,0.688
19,1489,2012,20,1.79,5.16,1.05,3.37,0.63,0.95,0.26,1.63,1.89,0.47,0.63,0.32,0.84,1.74,5.26,0.347,0.313,0.667
1,1495,2012,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
45,1497,2012,26,2.53,6.0,1.6,3.8,0.6,0.78,0.47,2.47,2.93,3.84,0.76,0.13,1.38,1.84,7.27,0.422,0.421,0.771
66,1499,2012,20,4.74,9.35,0.0,0.02,1.02,1.29,1.47,4.17,5.64,0.77,0.44,0.79,1.56,2.14,10.5,0.507,0.0,0.788
82,1500,2012,30,4.48,9.89,0.8,2.59,1.7,2.0,0.5,2.01,2.51,3.79,1.0,0.18,1.59,2.28,11.45,0.453,0.311,0.848
1,1504,2012,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
60,1505,2012,29,2.65,7.03,1.18,3.03,1.17,1.63,0.27,2.37,2.63,5.23,1.05,0.42,1.65,3.2,7.65,0.377,0.39,0.714
74,1507,2012,19,1.46,3.84,1.14,3.31,0.15,0.23,0.22,1.41,1.62,1.03,0.38,0.05,0.66,1.46,4.2,0.38,0.343,0.647
38,1512,2012,11,1.95,4.66,0.37,1.32,1.0,1.37,0.45,1.16,1.61,0.55,0.29,0.21,0.5,0.92,5.26,0.418,0.28,0.731
78,1513,2012,25,1.83,4.01,0.0,0.01,0.56,0.92,1.41,4.56,5.97,1.42,0.55,1.06,1.4,2.91,4.23,0.457,0.0,0.611
78,1514,2012,13,1.05,2.85,0.14,0.63,1.12,1.45,0.31,0.99,1.29,0.62,0.28,0.08,0.49,1.53,3.36,0.369,0.224,0.77
38,1517,2012,5,0.55,1.61,0.42,1.39,0.05,0.11,0.0,0.58,0.58,0.34,0.05,0.16,0.08,0.42,1.58,0.344,0.302,0.5
80,1522,2012,25,3.9,8.44,1.39,4.06,1.09,1.46,1.39,3.19,4.58,1.54,1.03,0.79,1.13,2.91,10.28,0.462,0.342,0.744
67,1529,2012,25,3.75,9.25,2.36,6.28,0.72,0.84,0.27,3.01,3.28,2.01,1.01,0.13,1.07,1.7,10.57,0.405,0.375,0.857
77,1530,2012,27,4.55,10.1,2.05,4.82,2.84,3.19,0.4,1.91,2.31,1.38,0.94,0.1,1.31,1.79,13.99,0.45,0.426,0.89
56,1533,2012,35,5.46,13.93,2.16,6.34,1.59,1.82,0.41,3.32,3.73,7.38,1.27,0.11,2.75,2.88,14.68,0.392,0.341,0.873
65,1535,2012,18,2.14,4.77,0.0,0.03,1.49,1.89,1.94,3.68,5.62,0.49,0.25,0.51,0.88,1.95,5.77,0.448,0.0,0.789
81,1536,2012,19,2.17,3.65,0.0,0.05,0.74,0.96,1.52,2.59,4.11,1.49,0.63,0.37,0.85,2.43,5.09,0.595,0.0,0.769
61,1538,2012,17,2.38,5.18,0.28,0.84,1.33,1.79,0.52,1.2,1.72,1.49,0.61,0.3,0.8,1.61,6.36,0.459,0.333,0.743
76,1541,2012,35,7.24,15.55,0.8,2.64,2.18,4.22,1.75,6.66,8.41,4.22,1.24,1.79,2.97,2.3,17.46,0.465,0.303,0.517
14,1542,2012,7,0.43,1.5,0.07,0.21,0.07,0.14,0.43,0.64,1.07,0.36,0.14,0.14,0.0,0.21,1.0,0.286,0.333,0.5
53,1543,2012,13,1.17,2.72,0.7,1.66,0.17,0.3,0.3,0.77,1.08,0.6,0.43,0.06,0.38,1.38,3.21,0.431,0.42,0.563
79,1587,2012,22,3.0,7.58,1.71,4.57,1.52,1.78,0.53,3.29,3.82,1.9,0.78,0.44,0.81,1.24,9.23,0.396,0.374,0.851
58,1597,2012,17,2.03,5.17,1.16,3.09,0.31,0.36,0.14,1.43,1.57,1.09,0.79,0.66,0.55,1.52,5.53,0.393,0.374,0.857
39,1598,2012,13,1.0,3.08,0.26,1.0,0.44,0.62,0.33,0.79,1.13,1.87,0.67,0.08,0.87,1.56,2.69,0.325,0.256,0.708
81,1599,2012,27,3.53,7.27,0.0,0.02,1.59,1.85,1.59,3.65,5.25,1.04,0.54,0.79,0.99,2.32,8.65,0.486,0.0,0.86
78,1601,2012,36,6.35,14.41,2.17,5.73,4.06,4.73,0.37,2.6,2.97,7.74,0.96,0.38,2.79,2.49,18.92,0.44,0.378,0.859
12,1603,2012,13,1.5,4.25,0.0,0.0,0.25,0.58,1.83,3.25,5.08,0.42,0.42,0.5,0.92,2.0,3.25,0.353,0.0,0.429
28,1607,2012,17,2.39,5.89,0.0,0.11,2.14,3.14,0.75,2.43,3.18,0.89,0.46,0.21,1.04,1.32,6.93,0.406,0.0,0.682
20,1609,2012,18,2.4,7.2,1.0,3.3,1.6,1.9,0.5,2.1,2.6,0.8,0.2,0.1,0.7,2.25,7.4,0.333,0.303,0.842
31,1614,2012,11,1.55,3.55,0.03,0.13,0.35,0.39,1.06,2.55,3.61,0.52,0.32,0.29,0.77,1.55,3.48,0.436,0.25,0.917
5,1617,2012,14,2.0,7.0,0.4,2.0,1.0,1.6,0.6,1.2,1.8,0.6,0.4,0.2,0.8,1.2,5.4,0.286,0.2,0.625
79,1619,2012,29,4.9,10.85,1.04,2.57,2.11,2.51,0.27,2.81,3.08,5.56,0.76,0.14,1.99,1.7,12.95,0.452,0.404,0.843
76,1620,2012,28,3.7,8.37,1.83,4.33,2.21,2.61,0.7,3.17,3.87,1.88,0.64,0.22,1.18,2.18,11.43,0.442,0.422,0.848
82,1622,2012,25,4.87,11.23,1.72,4.24,1.65,2.06,0.35,1.89,2.24,4.37,1.04,0.12,1.76,2.52,13.1,0.433,0.405,0.799
69,1627,2012,15,2.54,6.72,1.3,3.75,0.39,0.71,0.71,2.78,3.49,0.78,0.45,0.57,0.57,1.39,6.77,0.377,0.347,0.551
63,1656,2012,13,2.05,5.3,0.9,2.4,0.29,0.4,0.13,0.9,1.03,1.67,0.37,0.02,0.41,0.79,5.29,0.386,0.377,0.72
74,1661,2012,16,1.14,2.57,0.0,0.01,0.41,0.65,1.53,2.51,4.04,1.51,0.42,0.24,0.59,1.54,2.68,0.442,0.0,0.625
65,1662,2012,10,0.75,1.49,0.0,0.0,0.35,0.97,0.69,1.65,2.34,0.54,0.29,0.54,0.45,1.23,1.86,0.505,0.0,0.365
65,1667,2012,18,3.89,8.31,0.37,1.17,1.63,2.02,0.43,1.06,1.49,3.55,0.69,0.08,1.92,1.97,9.78,0.469,0.316,0.809
26,1671,2012,13,1.85,5.23,0.12,0.31,1.0,1.19,0.62,1.69,2.31,0.73,0.54,0.58,0.65,1.96,4.81,0.353,0.375,0.839
7,1672,2012,11,0.57,2.29,0.0,0.71,0.29,0.29,0.14,0.14,0.29,1.29,0.43,0.0,0.86,0.57,1.43,0.25,0.0,1.0
82,1677,2012,27,3.57,9.0,2.17,5.29,1.44,1.76,0.21,1.34,1.55,2.04,0.8,0.33,1.12,2.32,10.76,0.397,0.41,0.819
81,1686,2012,20,2.2,5.31,1.84,4.33,0.37,0.41,0.21,1.67,1.88,0.43,0.35,0.1,0.15,1.2,6.6,0.414,0.425,0.909
60,1688,2012,14,1.17,3.3,0.38,1.27,0.27,0.65,0.7,1.63,2.33,0.83,0.72,0.1,0.3,0.55,2.98,0.354,0.303,0.41
5,1689,2012,24,2.2,7.0,0.0,1.8,1.4,2.0,0.6,2.2,2.8,4.6,0.6,0.0,1.4,1.0,5.8,0.314,0.0,0.7
36,1691,2012,17,2.0,3.86,0.44,1.44,0.58,0.67,0.89,1.86,2.75,0.72,0.44,0.11,0.44,1.31,5.03,0.518,0.308,0.875
2,1695,2012,13,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,1.5,0.0,0.0,0.5,1.5,1.5,0.0,0.0,0.0,0.0
35,1700,2012,28,4.86,12.17,1.09,3.51,1.86,2.2,0.74,2.91,3.66,1.09,0.6,0.66,1.54,1.83,12.66,0.399,0.309,0.844
59,1708,2012,23,4.07,9.68,0.66,2.39,1.66,2.12,0.75,1.78,2.53,1.83,1.0,0.25,1.25,1.56,10.46,0.42,0.277,0.784
42,1743,2012,12,1.14,2.14,0.0,0.0,0.55,1.05,1.14,2.02,3.17,0.79,0.17,0.12,0.86,2.02,2.83,0.533,0.0,0.523
59,1746,2012,23,3.8,9.19,1.27,3.56,1.78,2.17,0.41,1.8,2.2,1.42,0.61,0.24,0.85,1.42,10.64,0.413,0.357,0.82
26,1747,2012,14,0.92,2.15,0.0,0.0,0.12,0.38,0.73,2.27,3.0,0.77,0.5,0.42,0.46,1.5,1.96,0.429,0.0,0.3
64,1757,2012,36,6.2,14.14,1.13,3.75,2.98,3.48,0.45,3.28,3.73,3.22,0.63,0.17,2.16,2.14,16.52,0.439,0.3,0.857
49,1758,2012,8,1.04,3.41,0.53,1.86,0.18,0.24,0.14,1.1,1.24,0.39,0.16,0.14,0.31,0.53,2.8,0.305,0.286,0.75
34,1763,2012,31,6.29,14.06,0.0,0.06,2.47,3.44,1.62,5.62,7.24,2.06,0.94,0.62,1.88,2.59,15.06,0.448,0.0,0.718
64,1768,2012,17,3.77,6.31,0.0,0.05,0.92,1.5,1.33,2.73,4.06,0.59,0.41,1.19,0.53,1.22,8.45,0.597,0.0,0.615
62,1774,2012,9,0.56,1.1,0.0,0.0,0.27,0.45,0.73,1.13,1.85,0.21,0.21,0.68,0.35,0.79,1.4,0.515,0.0,0.607
82,1775,2012,27,4.59,9.89,0.38,1.06,1.49,1.91,2.11,5.09,7.2,2.23,0.29,1.38,1.6,2.84,11.04,0.464,0.356,0.777
53,1777,2012,18,2.7,5.96,0.94,2.53,0.75,0.98,0.25,1.26,1.51,2.15,0.57,0.19,1.26,1.77,7.09,0.453,0.373,0.769
81,1781,2012,23,4.01,7.43,0.01,0.04,2.75,3.37,2.22,3.74,5.96,0.8,0.43,0.38,1.42,2.35,10.79,0.54,0.333,0.817
67,1782,2012,22,2.33,5.12,0.36,1.25,0.97,1.27,1.39,3.46,4.85,2.1,0.48,0.4,0.99,1.96,5.99,0.455,0.286,0.765
76,1784,2012,28,4.0,9.84,0.72,2.39,2.8,3.58,0.57,2.22,2.79,3.55,0.67,0.22,1.76,1.67,11.53,0.406,0.302,0.783
80,1788,2012,19,2.4,5.74,1.1,2.68,0.89,1.14,0.48,1.34,1.81,2.01,0.83,0.15,0.86,1.54,6.79,0.418,0.411,0.78
61,1791,2012,27,4.52,11.08,0.54,1.75,4.77,5.69,0.44,2.33,2.77,3.77,0.79,0.11,1.7,1.49,14.36,0.408,0.308,0.839
80,1796,2012,29,5.23,9.3,0.0,0.03,2.28,3.35,3.33,7.03,10.35,1.1,0.6,0.64,1.81,2.0,12.73,0.562,0.0,0.679
6,1800,2012,10,0.83,2.33,0.0,0.67,1.17,1.67,0.0,0.83,0.83,0.67,0.33,0.0,0.17,0.67,2.83,0.357,0.0,0.7
77,1801,2012,26,2.95,6.87,1.6,3.91,1.16,1.45,0.25,1.97,2.22,3.55,1.53,0.16,1.55,2.55,8.65,0.429,0.409,0.795
41,1830,2012,16,2.34,6.15,1.41,3.56,0.49,0.68,0.27,2.17,2.44,0.49,0.46,0.15,0.78,1.41,6.59,0.381,0.397,0.714
12,1836,2012,7,1.0,1.92,0.0,0.0,0.42,0.75,0.33,0.75,1.08,0.33,0.08,0.5,0.17,0.42,2.42,0.522,0.0,0.556
45,1838,2012,12,1.44,3.91,0.47,1.6,0.67,0.84,0.2,1.07,1.27,1.87,0.42,0.09,0.73,1.2,4.02,0.369,0.292,0.789
23,1840,2012,22,3.43,8.3,1.13,3.52,1.39,1.83,0.65,2.43,3.09,1.09,0.61,0.3,1.0,1.26,9.39,0.414,0.321,0.762
61,1843,2012,13,2.33,4.44,0.0,0.02,0.72,1.15,1.08,2.69,3.77,0.74,0.61,0.16,0.8,1.84,5.38,0.524,0.0,0.629
57,1844,2012,22,2.82,7.25,1.23,3.51,0.86,1.09,0.35,1.65,2.0,3.6,0.58,0.05,1.12,1.28,7.74,0.39,0.35,0.79
68,1845,2012,31,5.62,12.57,0.49,1.47,3.79,4.6,0.81,2.87,3.68,2.6,1.0,0.5,1.59,2.19,15.51,0.447,0.33,0.824
64,1848,2012,15,1.66,4.39,0.53,1.5,0.7,0.97,0.14,0.58,0.72,2.84,0.34,0.02,1.23,0.86,4.55,0.377,0.354,0.726
73,1849,2012,34,6.14,13.3,1.16,3.18,3.22,4.26,0.49,2.22,2.71,6.86,1.47,0.11,2.49,1.85,16.66,0.461,0.366,0.756
71,1850,2012,18,2.65,6.56,1.15,3.04,1.07,1.18,0.48,1.46,1.94,2.13,1.0,0.04,1.14,2.04,7.52,0.403,0.38,0.905
29,1851,2012,15,2.66,5.34,0.0,0.07,1.38,2.1,2.83,2.9,5.72,0.45,0.28,0.66,0.9,1.9,6.69,0.497,0.0,0.656
55,1853,2012,12,1.64,3.78,0.75,1.78,0.47,0.62,0.29,1.95,2.24,0.76,0.25,0.4,0.53,1.49,4.49,0.433,0.418,0.765
66,1854,2012,11,0.97,1.61,0.0,0.0,0.48,0.8,1.05,1.91,2.95,0.17,0.45,0.91,0.62,2.24,2.42,0.604,0.0,0.604
56,1855,2012,12,1.04,2.64,0.29,0.93,0.41,0.77,0.46,1.73,2.2,0.75,0.27,0.14,0.59,1.11,2.77,0.392,0.308,0.535
59,1857,2012,23,2.88,6.54,0.59,1.76,0.9,1.29,1.39,4.12,5.51,1.1,0.61,0.75,1.05,1.73,7.25,0.44,0.337,0.697
24,1858,2012,13,2.0,4.04,0.21,0.63,0.38,0.88,0.17,1.67,1.83,1.58,0.46,0.08,0.92,0.54,4.58,0.495,0.333,0.429
80,1860,2012,36,6.21,15.59,2.16,5.76,2.88,3.51,0.74,2.34,3.08,6.51,1.56,0.13,2.54,1.94,17.46,0.399,0.375,0.819
2,1861,2012,3,0.5,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0
81,1863,2012,16,2.17,5.02,0.0,0.04,2.67,3.7,1.99,2.62,4.6,0.44,0.36,0.22,0.96,1.88,7.01,0.432,0.0,0.72
72,1864,2012,23,4.61,10.75,1.96,5.26,1.54,1.75,0.69,1.82,2.51,1.26,0.85,0.06,0.94,1.46,12.72,0.429,0.372,0.881
37,1865,2012,9,1.65,3.41,0.05,0.11,0.57,0.62,0.78,2.03,2.81,0.41,0.16,0.32,0.62,1.19,3.92,0.484,0.5,0.913
53,1866,2012,26,4.09,10.62,1.25,3.92,1.21,1.87,1.34,5.02,6.36,1.53,0.64,0.6,1.4,2.08,10.64,0.385,0.317,0.646
40,1870,2012,9,1.43,3.3,0.55,1.8,0.25,0.53,0.2,1.08,1.28,0.98,0.3,0.03,0.48,0.48,3.65,0.432,0.306,0.476
82,1872,2012,30,3.72,9.07,0.84,2.67,1.99,2.5,0.91,2.99,3.9,1.62,1.3,0.35,1.61,2.43,10.27,0.41,0.315,0.795
19,1876,2012,10,1.26,3.84,0.32,1.16,0.58,0.74,0.53,1.63,2.16,0.53,0.16,0.05,0.58,1.21,3.42,0.329,0.273,0.786
62,1879,2012,11,1.39,3.77,1.0,2.87,0.16,0.21,0.24,1.97,2.21,0.47,0.23,0.08,0.35,1.32,3.94,0.368,0.348,0.769
62,1882,2012,31,6.21,11.95,0.0,0.0,3.89,5.23,3.71,5.08,8.79,0.85,0.69,0.81,1.63,2.31,16.31,0.52,0.0,0.744
4,1883,2012,7,0.5,2.5,0.0,1.0,1.5,1.5,0.0,1.0,1.0,0.75,0.5,0.0,0.0,0.75,2.5,0.2,0.0,1.0
2,1884,2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,1885,2012,20,2.0,4.37,0.04,0.27,0.67,1.04,1.16,2.92,4.08,1.18,0.63,0.16,0.82,1.24,4.71,0.457,0.143,0.642
30,1916,2012,9,1.6,2.5,0.0,0.0,0.7,1.13,0.67,1.33,2.0,0.27,0.23,0.93,0.43,1.63,3.9,0.64,0.0,0.618
11,1921,2012,2,0.36,1.0,0.0,0.0,0.0,0.27,0.64,0.45,1.09,0.0,0.0,0.0,0.27,0.73,0.73,0.364,0.0,0.0
76,1925,2012,15,1.67,3.66,0.0,0.0,0.7,0.91,0.8,2.63,3.43,0.39,0.58,1.18,0.78,2.42,4.04,0.457,0.0,0.768
