games_played,player_id,season,min,fgm,fga,fg3m,fg3a,ftm,fta,oreb,dreb,reb,ast,stl,blk,turnover,pf,pts,fg_pct,fg3_pct,ft_pct
3,2232,2017,8,2.33,4.0,0.0,0.0,1.0,1.67,1.33,1.67,3.0,0.0,0.0,0.0,0.33,0.67,5.67,0.583,0.0,0.6
4,2233,2017,18,2.25,5.25,1.0,3.0,0.0,0.0,1.0,1.75,2.75,1.75,0.5,0.0,0.75,1.5,5.5,0.429,0.333,0.0
2,2234,2017,32,4.0,8.5,2.5,4.5,1.5,1.5,0.5,2.5,3.0,3.5,1.5,1.5,1.5,1.5,12.0,0.471,0.556,1.0
1,2235,2017,34,3.0,9.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,4.0,8.0,0.333,0.25,0.5
82,431,2017,22,3.7,8.65,0.82,2.83,1.02,1.55,0.76,4.41,5.17,2.87,0.56,0.21,1.6,2.16,9.23,0.427,0.289,0.661
74,39,2017,22,5.53,10.91,0.46,1.16,1.68,2.15,1.31,4.28,5.59,1.66,0.49,0.58,1.93,1.96,13.19,0.507,0.395,0.78
20,82,2017,21,2.6,6.85,1.1,3.3,2.3,2.55,0.3,1.95,2.25,3.8,0.8,0.05,1.45,1.8,8.6,0.38,0.333,0.902
39,93,2017,13,1.72,3.9,0.82,2.28,0.44,0.54,1.15,2.1,3.26,0.69,0.23,0.1,0.33,1.56,4.69,0.441,0.36,0.81
48,2205,2017,16,1.85,5.27,0.31,1.13,0.79,1.02,0.19,1.56,1.75,2.08,0.75,0.13,0.92,2.02,4.81,0.352,0.278,0.776
32,152,2017,14,2.38,4.63,0.0,0.03,1.13,1.59,2.13,2.66,4.78,0.56,0.38,0.41,0.72,1.59,5.88,0.514,0.0,0.706
82,155,2017,16,2.73,6.73,0.99,2.8,0.44,0.54,0.3,1.6,1.9,2.48,0.6,0.2,0.93,1.11,6.89,0.406,0.352,0.818
5,2229,2017,7,1.4,3.2,0.2,0.2,0.4,0.6,0.0,0.4,0.4,1.0,0.0,0.2,0.8,1.0,3.4,0.437,1.0,0.667
8,276,2017,17,1.88,4.5,0.0,0.38,1.63,1.88,0.88,3.13,4.0,0.63,0.13,0.38,0.88,2.0,5.38,0.417,0.0,0.867
1,279,2017,25,5.0,12.0,1.0,2.0,7.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,3.0,18.0,0.417,0.5,1.0
71,280,2017,15,2.42,4.83,0.0,0.07,0.7,0.86,0.45,1.39,1.85,1.97,0.49,0.3,0.82,1.65,5.55,0.501,0.0,0.82
52,150,2017,30,7.04,15.56,2.19,5.5,3.15,4.02,0.85,4.25,5.1,5.17,1.1,0.33,2.25,1.85,19.42,0.452,0.399,0.785
80,111,2017,20,3.85,9.28,1.3,3.93,1.28,1.41,0.26,0.98,1.24,2.31,0.5,0.11,1.19,1.06,10.28,0.415,0.331,0.903
73,113,2017,21,2.25,4.99,0.79,2.3,0.42,0.71,1.07,3.01,4.08,0.66,0.53,0.41,0.45,1.52,5.71,0.451,0.345,0.596
73,121,2017,12,1.75,3.55,0.14,0.82,0.51,0.77,0.6,1.78,2.38,0.52,0.33,0.12,0.45,0.97,4.15,0.494,0.167,0.661
1,124,2017,13,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.5,0.0,0.0
56,133,2017,17,2.57,6.82,1.29,3.55,0.8,1.13,0.3,2.02,2.32,1.41,0.3,0.09,0.66,1.13,7.23,0.377,0.362,0.714
62,2162,2017,15,2.6,4.27,0.0,0.0,0.61,0.92,1.21,2.82,4.03,0.65,0.24,0.63,0.52,2.02,5.81,0.608,0.0,0.667
61,302,2017,25,2.72,5.66,1.03,2.84,1.07,1.56,0.36,2.69,3.05,0.9,1.18,0.41,1.11,1.64,7.54,0.481,0.364,0.684
57,80,2017,16,1.63,3.25,0.79,1.7,0.42,0.53,0.25,1.23,1.47,2.05,0.47,0.04,0.72,1.42,4.47,0.503,0.464,0.8
69,103,2017,29,4.58,9.25,1.39,2.97,1.84,2.09,0.54,2.04,2.58,5.33,1.33,0.22,1.25,1.77,12.39,0.495,0.468,0.882
6,327,2017,16,2.17,5.33,0.33,1.67,0.0,0.0,0.33,2.33,2.67,1.17,0.33,0.17,1.0,0.33,4.67,0.406,0.2,0.0
33,423,2017,8,1.36,3.48,0.12,0.97,0.58,0.64,0.55,1.06,1.61,0.42,0.09,0.39,0.48,1.33,3.42,0.391,0.125,0.905
39,34,2017,23,2.79,6.72,1.38,3.74,0.9,1.13,0.38,1.67,2.05,1.38,0.59,0.15,1.18,2.33,7.87,0.416,0.37,0.795
19,50,2017,16,2.79,7.53,0.79,2.74,1.58,2.05,0.21,1.53,1.74,1.05,0.37,0.05,0.58,1.0,7.95,0.371,0.288,0.769
72,1764,2017,16,1.97,4.39,0.43,1.53,0.9,1.25,0.6,1.54,2.14,0.9,1.1,0.19,0.68,1.93,5.28,0.449,0.282,0.722
74,99,2017,19,3.0,6.69,0.84,2.64,0.61,0.8,0.14,1.58,1.72,1.49,0.45,0.14,0.77,1.62,7.45,0.448,0.318,0.763
5,2139,2017,9,1.4,4.0,0.6,2.8,0.4,0.4,0.0,1.0,1.0,0.6,0.6,0.0,0.4,1.4,3.8,0.35,0.214,1.0
69,291,2017,19,2.58,6.0,0.7,2.01,1.0,1.41,0.33,2.07,2.41,3.94,0.78,0.12,1.29,1.32,6.86,0.43,0.345,0.711
55,321,2017,27,5.56,12.44,2.45,6.51,2.04,2.49,1.07,6.29,7.36,1.45,0.8,0.71,1.13,1.96,15.62,0.447,0.377,0.818
51,325,2017,20,4.27,7.57,0.0,0.0,1.73,2.33,2.14,4.73,6.86,2.24,0.86,0.45,1.84,1.86,10.27,0.565,0.0,0.739
2,2223,2017,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
77,346,2017,24,4.49,9.84,1.79,4.38,1.26,1.4,0.29,5.4,5.69,1.56,0.56,0.58,0.66,1.9,12.04,0.456,0.409,0.898
25,381,2017,4,0.44,1.04,0.16,0.44,0.0,0.0,0.28,0.4,0.68,0.08,0.12,0.04,0.08,0.64,1.04,0.423,0.364,0.0
7,1771,2017,5,0.71,1.43,0.0,0.0,0.29,0.57,0.86,1.14,2.0,0.57,0.29,0.29,0.57,0.71,1.71,0.5,0.0,0.5
35,412,2017,19,3.31,7.69,1.4,3.49,1.26,1.69,0.46,1.14,1.6,1.89,0.51,0.14,1.54,1.69,9.29,0.431,0.402,0.746
74,183,2017,22,2.82,6.8,0.82,2.53,1.89,2.54,0.42,1.89,2.31,4.62,0.85,0.11,1.2,1.78,8.36,0.416,0.326,0.745
74,239,2017,15,2.15,4.61,0.88,2.12,0.62,0.77,0.72,2.61,3.32,0.57,0.32,0.16,0.36,1.72,5.8,0.466,0.414,0.807
41,429,2017,12,1.46,3.76,0.98,2.44,0.51,0.71,0.1,1.46,1.56,0.95,0.22,0.1,0.63,0.59,4.41,0.39,0.4,0.724
69,361,2017,14,2.16,3.83,0.0,0.01,1.09,1.35,1.29,3.36,4.65,1.58,0.55,0.25,1.04,1.77,5.41,0.564,0.0,0.806
23,374,2017,8,0.61,2.13,0.13,0.96,0.61,0.74,0.35,0.83,1.17,0.39,0.35,0.09,0.48,1.04,1.96,0.286,0.136,0.824
69,418,2017,29,5.13,11.03,1.0,2.96,2.68,3.49,0.88,2.58,3.46,2.48,0.84,0.23,2.12,2.54,13.94,0.465,0.338,0.768
63,453,2017,12,0.95,1.9,0.0,0.02,0.67,0.89,1.08,1.3,2.38,0.84,0.68,1.17,0.32,1.67,2.57,0.5,0.0,0.75
33,488,2017,7,0.79,1.85,0.36,1.12,0.45,0.67,0.52,1.06,1.58,0.48,0.12,0.15,0.36,0.7,2.39,0.426,0.324,0.682
53,164,2017,13,1.96,4.0,0.74,2.17,0.32,0.36,0.23,2.32,2.55,0.72,0.34,0.25,0.4,1.3,4.98,0.491,0.339,0.895
70,350,2017,23,2.89,6.04,0.26,0.74,1.9,2.9,1.27,3.39,4.66,1.49,0.84,0.41,1.1,2.26,7.93,0.478,0.346,0.655
78,347,2017,21,2.33,6.41,0.64,2.01,0.63,0.87,0.47,1.79,2.27,3.21,0.83,0.23,1.68,2.32,5.94,0.364,0.318,0.721
79,349,2017,26,6.08,12.04,0.0,0.09,2.18,3.46,2.39,6.57,8.96,1.81,0.81,1.41,2.32,3.13,14.33,0.505,0.0,0.63
69,351,2017,16,1.74,4.12,0.61,1.71,0.88,1.1,0.36,3.06,3.42,1.38,0.52,0.23,0.8,1.52,4.97,0.423,0.356,0.803
77,352,2017,18,2.91,4.99,0.05,0.22,1.27,1.65,1.57,4.53,6.1,2.05,0.47,1.27,1.3,2.49,7.14,0.583,0.235,0.772
73,353,2017,15,0.89,2.58,0.55,1.71,0.34,0.56,0.51,1.7,2.21,0.27,0.29,0.05,0.34,1.25,2.67,0.346,0.32,0.61
28,354,2017,12,2.75,4.93,0.04,0.14,0.75,1.04,0.75,2.29,3.04,0.43,0.11,0.64,0.75,1.82,6.29,0.558,0.25,0.724
75,357,2017,34,8.53,17.89,2.15,5.79,3.92,4.91,0.63,4.57,5.2,4.31,2.36,0.76,2.92,2.33,23.13,0.477,0.371,0.799
76,358,2017,23,4.16,8.37,1.39,3.68,1.76,2.29,1.17,4.5,5.67,2.72,0.82,0.46,1.93,2.92,11.47,0.497,0.379,0.77
61,359,2017,11,1.48,3.05,0.52,1.43,0.43,0.75,0.31,1.66,1.97,0.67,0.36,0.05,0.52,1.28,3.9,0.484,0.368,0.565
73,377,2017,22,5.23,11.11,1.1,3.05,1.64,2.14,2.18,4.64,6.82,1.68,0.68,0.32,1.41,1.78,13.21,0.471,0.359,0.769
70,389,2017,30,5.77,12.56,2.76,6.57,2.81,3.11,0.13,2.41,2.54,3.0,0.5,0.09,1.47,1.76,17.11,0.46,0.42,0.904
81,391,2017,33,4.93,10.93,1.57,4.15,1.48,1.75,0.85,2.67,3.52,2.85,1.49,0.93,1.73,2.46,12.9,0.451,0.378,0.845
61,393,2017,33,5.59,13.2,2.23,5.9,1.67,2.61,0.44,1.93,2.38,3.97,1.21,0.26,1.79,2.49,15.08,0.424,0.378,0.642
39,394,2017,26,2.23,4.15,0.21,0.92,0.31,0.97,1.92,2.82,4.74,1.18,1.15,0.9,0.77,2.28,4.97,0.537,0.222,0.316
23,395,2017,14,1.57,3.7,0.61,1.48,0.39,0.48,0.48,1.13,1.61,0.74,0.57,0.04,0.22,0.61,4.13,0.424,0.412,0.818
14,415,2017,19,1.57,4.14,0.5,1.86,0.79,1.07,0.5,2.43,2.93,1.21,0.64,0.29,1.14,1.57,4.43,0.379,0.269,0.733
65,400,2017,26,3.55,7.6,0.77,2.31,0.38,0.71,0.48,3.57,4.05,8.2,1.08,0.15,2.32,1.83,8.26,0.468,0.333,0.543
24,402,2017,25,3.17,7.96,1.25,3.88,1.13,1.5,0.42,2.63,3.04,1.58,1.13,0.46,1.21,1.88,8.71,0.398,0.323,0.75
53,444,2017,20,2.49,4.43,0.0,0.0,0.81,1.49,2.38,4.26,6.64,0.62,0.3,0.32,0.68,1.92,5.79,0.562,0.0,0.544
10,2219,2017,12,1.3,4.7,0.4,2.3,0.4,0.8,0.3,1.5,1.8,1.0,0.6,0.2,0.2,1.3,3.4,0.277,0.174,0.5
56,198,2017,23,3.23,7.66,0.84,2.54,2.21,2.84,0.41,1.93,2.34,3.16,0.68,0.46,1.45,2.46,9.52,0.422,0.331,0.78
54,328,2017,26,4.85,11.31,1.59,4.33,2.3,2.85,0.8,4.56,5.35,1.33,0.65,0.22,1.2,1.85,13.59,0.429,0.368,0.805
73,329,2017,26,4.52,9.41,1.04,2.84,1.44,1.75,1.03,4.58,5.6,1.95,0.77,0.52,1.74,2.96,11.52,0.48,0.367,0.82
3,330,2017,8,1.33,2.0,0.0,0.33,0.67,0.67,0.0,0.67,0.67,2.33,1.0,0.0,0.33,0.33,3.33,0.667,0.0,1.0
20,2222,2017,18,2.05,5.45,0.95,2.9,0.3,0.5,0.5,1.4,1.9,1.1,1.55,0.3,0.95,1.4,5.35,0.376,0.328,0.6
23,2189,2017,9,1.3,3.22,0.26,1.09,0.13,0.39,0.57,1.35,1.91,0.91,0.3,0.13,0.3,1.3,3.0,0.405,0.24,0.333
48,378,2017,32,8.13,18.52,1.88,4.75,4.54,5.73,1.29,5.29,6.58,1.19,0.75,2.4,1.94,2.94,22.67,0.439,0.395,0.793
79,379,2017,21,3.23,5.44,0.35,1.06,1.68,2.34,1.71,3.91,5.62,1.15,0.85,0.41,0.75,2.35,8.49,0.593,0.333,0.719
70,380,2017,15,2.14,5.34,0.76,2.66,0.46,0.56,0.2,1.5,1.7,1.27,0.53,0.23,0.94,1.59,5.5,0.401,0.285,0.821
82,383,2017,30,5.06,11.89,2.15,5.57,1.85,2.2,0.61,4.13,4.74,2.61,1.04,0.51,2.33,2.05,14.12,0.426,0.385,0.844
82,387,2017,26,6.15,11.02,0.12,0.55,3.72,5.18,2.21,5.77,7.98,2.56,0.52,0.55,2.6,3.34,16.13,0.558,0.222,0.718
80,403,2017,25,3.95,10.0,1.91,5.03,1.44,1.86,0.79,3.91,4.7,2.9,1.0,0.24,1.0,1.54,11.25,0.395,0.381,0.772
77,404,2017,29,4.49,10.74,1.25,3.55,2.86,3.3,0.57,3.99,4.56,5.32,1.57,0.14,2.69,2.68,13.09,0.418,0.352,0.866
9,60,2017,3,0.33,1.22,0.0,0.11,0.22,0.22,0.44,0.78,1.22,0.11,0.0,0.0,0.0,0.11,0.89,0.273,0.0,1.0
48,65,2017,29,5.08,10.48,1.29,3.35,1.56,1.77,0.48,2.77,3.25,3.17,0.85,0.27,1.38,2.67,13.02,0.485,0.385,0.882
82,66,2017,28,4.15,9.41,1.15,3.22,1.51,2.02,0.6,2.54,3.13,1.65,0.89,0.21,1.51,2.84,10.95,0.44,0.356,0.747
15,232,2017,5,0.47,1.2,0.07,0.47,0.07,0.13,0.33,0.47,0.8,0.6,0.33,0.07,0.67,0.47,1.07,0.389,0.143,0.5
51,115,2017,31,8.39,16.94,4.16,9.82,5.45,5.92,0.71,4.41,5.12,6.08,1.57,0.16,3.0,2.24,26.39,0.495,0.423,0.921
79,116,2017,20,2.94,7.28,2.32,5.8,0.71,0.81,0.15,1.46,1.61,0.61,0.33,0.06,0.71,1.73,8.9,0.403,0.4,0.875
55,1364,2017,21,2.65,6.55,0.73,2.64,0.73,0.82,0.25,2.87,3.13,1.51,0.33,0.13,0.89,1.22,6.76,0.406,0.276,0.889
75,117,2017,36,10.4,19.49,0.73,2.16,6.6,7.97,2.49,8.59,11.08,2.32,1.53,2.57,2.16,2.12,28.13,0.534,0.34,0.828
78,118,2017,18,2.18,3.74,0.0,0.01,0.95,1.42,2.35,5.03,7.37,0.51,0.41,0.67,0.85,2.41,5.31,0.582,0.0,0.667
21,167,2017,31,4.86,12.19,1.71,5.29,3.86,4.14,0.43,4.38,4.81,1.95,0.62,0.48,1.24,1.43,15.29,0.398,0.324,0.931
58,168,2017,14,2.17,5.86,1.29,3.76,0.57,0.71,0.22,1.36,1.59,1.0,0.6,0.09,0.31,0.67,6.21,0.371,0.344,0.805
73,169,2017,32,5.95,14.15,1.49,4.38,3.85,4.62,1.07,7.04,8.11,4.18,0.74,1.38,2.66,2.53,17.23,0.42,0.341,0.834
48,217,2017,15,2.81,5.02,0.08,0.65,0.77,1.17,1.19,3.21,4.4,1.27,0.42,0.6,0.52,2.02,6.48,0.56,0.129,0.661
1,289,2017,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,228,2017,32,8.9,18.12,2.77,6.78,3.87,4.35,0.55,3.23,3.78,5.1,1.08,0.28,2.32,2.03,24.43,0.491,0.408,0.889
74,83,2017,27,5.96,9.14,0.0,0.01,1.95,3.47,3.26,7.58,10.84,0.92,0.78,1.85,1.39,2.5,13.86,0.652,0.0,0.56
73,84,2017,29,4.45,10.75,1.99,5.36,2.58,3.37,1.44,5.12,6.56,2.01,0.81,0.41,1.41,2.26,13.47,0.414,0.371,0.764
52,86,2017,16,1.46,4.4,0.27,1.13,1.4,1.71,0.71,1.94,2.65,2.23,0.85,0.44,1.0,1.9,4.6,0.332,0.237,0.82
58,88,2017,17,1.97,4.88,0.98,2.84,0.48,0.64,0.31,2.24,2.55,1.19,0.72,0.45,0.62,1.66,5.4,0.403,0.345,0.757
37,89,2017,15,1.35,3.14,0.35,1.16,0.57,0.81,0.41,1.35,1.76,2.03,0.62,0.27,1.14,1.41,3.62,0.431,0.302,0.7
75,109,2017,29,4.49,11.03,2.68,7.09,1.53,1.8,0.37,3.95,4.32,1.56,0.63,0.47,1.04,2.24,13.2,0.407,0.378,0.852
39,110,2017,16,1.59,3.51,0.44,1.49,0.56,0.9,1.03,2.23,3.26,0.64,0.31,0.38,0.51,1.62,4.18,0.453,0.293,0.629
80,112,2017,26,3.39,8.39,1.38,4.26,1.51,1.85,0.74,2.7,3.44,1.24,0.8,0.26,0.93,2.34,9.66,0.404,0.323,0.818
59,227,2017,33,6.07,12.9,0.69,1.78,3.25,4.78,0.97,4.36,5.32,3.9,0.76,0.73,2.53,2.76,16.08,0.47,0.39,0.681
73,242,2017,26,4.23,8.41,0.78,2.53,1.55,2.22,0.84,4.07,4.9,3.84,0.96,0.7,1.93,2.63,10.79,0.503,0.308,0.698
67,2106,2017,12,0.99,1.82,0.0,0.0,0.16,0.43,1.21,2.94,4.15,1.16,0.46,0.76,0.61,1.73,2.13,0.541,0.0,0.379
69,243,2017,27,3.04,8.12,0.97,3.39,1.62,2.1,0.48,3.17,3.65,1.62,1.38,0.2,1.12,2.45,8.68,0.375,0.286,0.772
75,246,2017,32,6.72,13.47,1.48,3.73,3.55,4.17,2.6,8.11,10.71,6.11,1.2,0.81,2.8,2.83,18.47,0.499,0.396,0.85
72,244,2017,28,4.29,9.88,1.65,4.5,1.47,1.79,0.47,2.97,3.44,2.29,0.83,0.47,1.13,2.06,11.71,0.435,0.367,0.822
20,247,2017,12,1.05,2.65,0.15,0.9,0.8,1.2,1.05,0.85,1.9,0.45,0.2,0.65,0.35,1.2,3.05,0.396,0.167,0.667
15,248,2017,5,0.73,1.47,0.0,0.0,0.2,0.33,0.33,0.6,0.93,0.13,0.07,0.2,0.27,0.93,1.67,0.5,0.0,0.6
82,249,2017,17,1.83,4.0,0.55,1.57,0.87,0.99,0.2,1.41,1.61,2.83,1.16,0.07,0.72,1.34,5.07,0.457,0.349,0.877
77,250,2017,31,4.84,7.51,0.0,0.0,2.35,4.05,4.27,10.94,15.21,1.52,0.51,0.91,1.78,2.64,12.04,0.645,0.0,0.58
82,251,2017,26,3.12,7.37,0.82,2.32,0.85,1.15,0.48,2.73,3.21,3.17,0.98,0.22,1.06,1.72,7.91,0.424,0.353,0.745
79,252,2017,23,3.89,9.06,1.32,3.47,1.96,2.46,0.58,3.06,3.65,1.63,0.46,0.24,0.84,1.2,11.05,0.429,0.38,0.799
52,288,2017,15,1.92,5.13,1.02,3.04,0.88,1.12,0.27,1.12,1.38,1.04,0.23,0.1,0.73,1.87,5.75,0.375,0.335,0.793
25,401,2017,16,3.24,7.44,0.28,1.2,1.6,1.84,0.52,0.88,1.4,1.48,0.28,0.16,1.4,0.64,8.36,0.435,0.233,0.87
73,408,2017,22,2.75,5.26,0.64,1.38,1.03,1.32,0.99,2.21,3.19,3.92,0.71,0.21,1.14,1.79,7.18,0.523,0.465,0.781
36,385,2017,14,2.39,4.22,0.0,0.0,0.81,1.0,1.47,2.92,4.39,0.89,0.33,0.36,0.97,1.53,5.58,0.566,0.0,0.806
25,368,2017,23,3.48,8.6,1.4,3.64,0.48,0.64,0.72,2.04,2.76,4.52,1.04,0.36,1.44,1.76,8.84,0.405,0.385,0.75
14,2213,2017,4,0.14,0.93,0.0,0.21,0.21,0.36,0.07,0.21,0.29,0.36,0.14,0.07,0.07,0.43,0.5,0.154,0.0,0.6
55,372,2017,16,1.91,3.27,0.0,0.0,0.49,1.09,1.4,2.75,4.15,0.82,0.31,0.55,1.15,1.44,4.31,0.583,0.0,0.45
53,23,2017,13,1.36,3.62,0.21,0.81,0.38,0.47,0.08,2.26,2.34,0.72,0.3,0.04,0.43,0.87,3.3,0.375,0.256,0.8
52,27,2017,34,3.9,10.85,1.73,5.67,0.62,1.37,1.33,5.6,6.92,7.23,1.69,0.83,2.62,2.25,10.15,0.36,0.305,0.451
69,29,2017,23,4.39,10.0,1.67,4.54,1.16,1.48,0.22,2.7,2.91,6.29,0.51,0.04,2.07,1.2,11.61,0.439,0.367,0.784
74,51,2017,31,6.32,13.36,1.69,4.86,3.41,4.28,0.69,3.15,3.84,5.0,2.01,0.57,2.92,2.5,17.74,0.473,0.347,0.795
78,53,2017,27,4.41,9.9,1.65,4.22,1.28,1.53,0.4,2.46,2.86,3.31,0.92,0.21,1.6,2.21,11.76,0.446,0.392,0.84
73,442,2017,18,1.4,3.66,0.68,1.7,0.6,0.73,0.6,1.79,2.4,0.6,0.41,0.19,0.56,1.84,4.08,0.382,0.403,0.83
74,18,2017,20,2.2,4.68,0.99,2.66,0.53,0.84,0.59,1.89,2.49,0.74,0.7,0.19,0.61,1.76,5.92,0.471,0.371,0.629
24,19,2017,12,0.71,1.71,0.38,1.29,0.21,0.25,0.04,1.0,1.04,1.46,0.54,0.0,0.54,0.75,2.0,0.415,0.29,0.833
67,20,2017,33,4.0,9.72,2.54,6.9,1.13,1.33,0.49,3.9,4.39,1.57,1.46,0.19,0.78,1.97,11.67,0.412,0.368,0.854
73,445,2017,15,1.37,3.19,0.32,0.84,0.81,1.21,0.45,1.47,1.92,0.93,0.66,0.34,0.73,1.71,3.86,0.429,0.377,0.67
54,57,2017,34,8.43,19.52,2.72,7.11,5.35,6.09,0.48,4.04,4.52,4.69,0.87,0.26,3.59,3.11,24.93,0.432,0.383,0.878
1,58,2017,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,59,2017,31,5.63,13.59,1.63,4.41,1.37,1.78,0.48,2.04,2.52,2.04,1.11,0.17,2.2,2.0,14.26,0.414,0.369,0.768
71,454,2017,23,3.01,7.76,0.59,2.06,1.18,1.42,0.34,1.46,1.8,4.38,0.99,0.1,1.79,1.69,7.8,0.388,0.288,0.832
70,70,2017,30,5.33,11.47,1.73,4.37,2.14,3.33,0.94,4.0,4.94,1.63,1.0,0.37,1.77,2.59,14.53,0.465,0.395,0.644
73,278,2017,36,8.51,19.38,3.11,8.62,6.75,7.37,0.85,3.6,4.45,6.59,1.05,0.37,2.82,1.6,26.88,0.439,0.361,0.916
30,466,2017,28,3.67,8.23,0.33,1.33,2.03,2.6,0.7,2.8,3.5,2.37,0.9,0.43,1.53,2.77,9.7,0.445,0.25,0.782
38,478,2017,18,2.29,5.18,0.58,2.05,0.34,0.42,0.32,1.16,1.47,1.13,0.82,0.34,0.53,1.66,5.5,0.442,0.282,0.813
76,3,2017,32,5.89,9.37,0.0,0.03,2.11,3.76,5.05,3.96,9.01,1.16,1.21,1.03,1.68,2.83,13.89,0.629,0.0,0.559
69,4,2017,19,2.52,4.93,0.0,0.1,1.87,2.59,1.71,3.81,5.52,1.46,0.46,0.59,0.96,2.0,6.91,0.512,0.0,0.721
75,6,2017,33,9.16,17.96,0.36,1.23,4.45,5.32,3.28,5.19,8.47,2.03,0.57,1.2,1.48,2.15,23.13,0.51,0.293,0.837
66,1983,2017,16,2.83,5.06,0.15,0.42,0.86,1.2,1.67,2.95,4.62,0.71,0.23,0.53,0.71,1.91,6.68,0.56,0.357,0.722
72,9,2017,20,3.25,5.51,0.07,0.21,1.58,2.04,2.0,3.39,5.39,0.68,0.39,1.22,1.14,2.04,8.15,0.589,0.333,0.776
18,2216,2017,5,0.33,1.22,0.0,0.61,0.39,0.5,0.22,0.39,0.61,0.67,0.17,0.11,0.5,0.83,1.06,0.273,0.0,0.778
69,10,2017,30,3.33,8.43,1.81,4.91,0.86,1.16,1.41,6.2,7.61,1.22,1.14,0.58,1.14,1.97,9.33,0.395,0.369,0.738
74,12,2017,26,3.12,5.92,0.26,0.77,1.41,1.97,1.14,4.22,5.35,2.73,1.55,0.81,1.27,1.54,7.91,0.527,0.333,0.712
75,15,2017,36,9.89,18.69,0.57,1.87,6.49,8.55,2.08,7.96,10.04,4.81,1.45,1.41,2.97,3.08,26.85,0.529,0.307,0.76
66,13,2017,26,3.14,7.27,1.98,5.14,1.09,1.41,1.42,3.59,5.02,0.91,0.36,0.32,0.64,1.91,9.35,0.431,0.386,0.774
57,2158,2017,16,1.61,3.95,0.33,1.4,0.46,0.6,0.28,1.16,1.44,1.42,0.75,0.18,0.72,1.18,4.02,0.409,0.238,0.765
70,316,2017,19,3.24,8.56,2.34,6.49,1.16,1.39,0.26,1.91,2.17,0.79,0.53,0.3,0.56,1.91,9.99,0.379,0.361,0.835
36,364,2017,19,3.0,6.5,1.42,3.36,0.47,0.75,0.39,2.11,2.5,1.92,0.5,0.31,0.97,1.47,7.89,0.462,0.421,0.63
1,366,2017,3,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0
81,303,2017,36,8.23,18.58,2.33,5.88,2.58,3.09,0.65,3.31,3.96,3.36,0.95,0.43,1.86,2.07,21.38,0.443,0.397,0.836
76,304,2017,22,2.76,5.54,0.36,0.82,0.41,0.51,0.49,2.49,2.97,3.99,1.21,0.17,1.47,1.61,6.29,0.499,0.435,0.795
81,305,2017,21,2.93,6.27,1.14,2.67,0.79,1.0,0.49,1.98,2.47,0.98,0.23,0.2,0.69,1.51,7.78,0.467,0.426,0.79
65,306,2017,9,2.09,3.37,0.0,0.09,0.58,0.8,0.91,1.69,2.6,0.51,0.32,0.88,0.42,1.4,4.77,0.621,0.0,0.731
18,307,2017,16,2.0,4.06,0.83,1.94,0.22,0.44,0.61,1.22,1.83,0.94,0.44,0.17,0.22,1.17,5.06,0.493,0.429,0.5
14,308,2017,3,0.57,1.07,0.21,0.64,0.14,0.21,0.07,0.43,0.5,0.07,0.07,0.07,0.21,0.57,1.5,0.533,0.333,0.667
82,315,2017,36,7.23,15.51,1.78,4.96,3.9,4.41,0.55,4.68,5.23,4.0,1.45,0.26,2.33,3.29,20.15,0.466,0.359,0.884
82,317,2017,23,2.63,5.94,1.79,4.37,0.71,0.82,0.22,1.78,2.0,1.35,0.34,0.21,0.71,1.95,7.77,0.444,0.411,0.866
15,2215,2017,8,0.87,1.87,0.53,1.4,0.27,0.27,0.27,0.73,1.0,0.2,0.07,0.13,0.33,0.67,2.53,0.464,0.381,1.0
38,318,2017,30,5.32,11.45,1.03,2.97,2.95,4.24,1.71,4.74,6.45,2.76,1.03,1.16,1.92,2.61,14.61,0.464,0.345,0.696
82,319,2017,25,3.41,8.32,1.88,5.05,1.28,1.44,0.32,1.56,1.88,2.79,0.67,0.13,1.29,1.56,9.99,0.411,0.372,0.89
77,376,2017,31,5.78,11.49,1.79,4.06,1.38,1.66,1.34,5.05,6.39,2.04,1.51,0.53,0.97,1.96,14.73,0.503,0.441,0.828
73,443,2017,34,7.88,16.12,3.14,7.12,1.12,1.34,0.42,3.37,3.79,2.53,0.75,0.47,1.75,1.6,20.01,0.489,0.44,0.837
82,447,2017,35,7.79,14.29,1.46,3.48,4.21,4.9,2.9,9.44,12.34,2.43,0.78,1.4,1.94,3.48,21.26,0.545,0.421,0.858
